0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
1,-274.16,0.0011276,0.0018191,0.0044802,0.0099367,0.0019219,0.016112,0.00085567,-0.00026063,255.14,0.00041153,0.0031981,0.0073423,0.010959,0.0017483,0.0024942,0.0032047,0.0038116,0.00086297,0.005003,0.00081682,0.0017488,0.0012778,0.0011527,0.013397,0.0022612,0.0010857,0.00067811,0.0064591,0.0047461,0.010456,0.0058891,0.010278,0.006047,0.011077,0.00034401,0.0099062,0.0020309,0.0061077,1322.5,0.0037997,0.016421,0.033329,0.47031,0.0061418,0.0030831,0.0010323,0.0011894,0.0036869,0.14223,0.010801,0.0023221,0.0011303,0.094864,0.0017888,0.0018076,0.00095009,0.0053258,0.029342,0.0035282,0.003136,0.0030935,0.003253,0.0016424,0.0070558,0.0083455,0.0010208,0.0014709,0.0019904,0.0058316,0.0027479,0.0012759,0.0014101,0.0011401,0.0085505,0.00096595,0.0044306,0.0039463,0.00087748,0.00023426,0.0017745,0.25108,0.0012906,2.664,0.0045095,0.003967
2,1.0672e-05,-7.8597,4.8343e-06,4.0314e-06,8.7136e-06,1.0031e-05,1.1941e-05,6.3752e-06,5.672e-06,1.3667e-05,6.549e-06,7.051e-06,1.1222e-05,7.08e-06,4.6283e-06,7.0487e-06,1.0174e-05,1.101e-05,5.5329e-06,5.5719e-06,6.4392e-06,4.7472e-06,5.9767e-06,7.218e-06,1.2882e-05,5.0048e-06,5.2456e-06,5.8565e-06,9.7309e-06,7.7553e-06,1.1847e-05,9.8581e-06,1.3124e-05,9.7882e-06,1.2813e-05,6.6344e-06,1.2885e-05,7.6397e-06,7.3274e-06,1.2341e-05,9.5007e-06,1.1245e-05,7.8131e-06,1.0946e-05,7.7064e-06,6.6318e-06,7.2848e-06,7.4596e-06,8.2151e-06,1.3722e-05,1.4202e-05,5.1183e-06,5.2511e-06,1.162e-05,7.7414e-06,8.1846e-06,6.1684e-06,7.8987e-06,7.8128e-06,9.5998e-06,-1.6687e-06,6.8495e-06,8.272e-06,8.8825e-06,1.0314e-05,9.219e-06,7.1213e-06,7.6421e-06,6.5506e-06,1.3352e-05,6.735e-06,6.2613e-06,4.8883e-06,5.5715e-06,1.1096e-05,6.1223e-06,7.605e-06,7.8576e-06,7.661e-06,8.1435e-06,6.4305e-06,1.0209e-05,6.4323e-06,0.39258,5.4884e-06,1.1192e-05
3,1.302e-06,3.3709e-07,-6.6613,7.7037e-07,1.2621e-06,6.7858e-07,2.6735e-06,1.5937e-07,3.3548e-07,2.5114e-06,2.0246e-07,8.0039e-07,7.0023e-07,1.1096e-06,2.5737e-07,5.424e-07,6.2897e-07,9.8626e-07,2.9638e-07,4.4047e-07,5.549e-07,2.8963e-07,2.4229e-07,1.8649e-07,1.5249e-06,3.1362e-07,3.0623e-07,2.3562e-07,7.2532e-07,4.9545e-07,1.175e-06,1.1125e-06,1.0031e-06,8.8109e-07,1.1125e-06,3.1872e-07,1.2508e-06,2.1998e-07,8.5372e-07,1.8312e-06,6.5873e-07,1.0167e-06,1.7414e-06,2.634e-06,7.6218e-07,7.1198e-07,3.2579e-07,3.8965e-07,6.4924e-07,2.1584e-06,1.812e-06,2.1153e-07,3.1211e-07,2.3714e-06,5.2934e-07,4.9517e-07,1.419e-07,5.8142e-07,1.2233e-06,9.6147e-07,2.6143e-08,9.6531e-07,2.5519e-07,3.9859e-07,1.2128e-06,1.1454e-06,5.1661e-07,4.0209e-07,5.3935e-07,1.5897e-06,5.5901e-07,3.6253e-07,3.6285e-07,1.6549e-07,1.1407e-06,3.2501e-07,6.192e-07,9.4813e-07,3.5709e-07,2.7443e-07,3.5894e-07,1.2188e-06,6.5736e-07,8.8775e-06,7.3089e-07,6.1925e-07
4,2.197e-06,2.2602e-07,6.4067e-07,-6.3322,2.2827e-06,7.774e-07,2.4299e-06,6.7021e-08,2.2268e-07,2.6927e-06,2.2472e-07,1.1531e-06,1.2867e-06,1.6548e-06,4.109e-07,8.6084e-07,8.7288e-07,1.4126e-06,1.96e-07,1.0191e-06,5.6357e-07,5.1341e-07,4.6634e-07,2.6636e-07,2.0589e-06,6.1457e-07,5.0922e-07,1.1374e-07,1.6122e-06,8.0506e-07,1.562e-06,1.4151e-06,2.0075e-06,1.3125e-06,2.0625e-06,2.23e-07,1.7344e-06,3.4575e-07,1.4334e-06,4.2219e-06,9.0635e-07,1.5923e-06,2.1932e-06,2.7289e-06,1.7696e-06,8.192e-07,2.8256e-07,3.0196e-07,1.096e-06,2.1884e-06,2.1321e-06,4.2316e-07,2.5243e-07,2.3093e-06,7.5033e-07,7.2417e-07,4.9888e-07,7.7737e-07,2.3029e-06,1.1018e-06,6.1204e-07,7.1099e-07,5.4425e-07,4.7404e-07,1.2366e-06,1.0825e-06,4.105e-07,2.8736e-07,5.7475e-07,1.3116e-06,6.0415e-07,3.9519e-07,5.2935e-07,2.6517e-07,1.6506e-06,2.927e-07,1.1068e-06,1.4919e-06,3.1481e-07,2.3608e-07,2.923e-07,2.8763e-06,6.1095e-07,0.30357,1.0807e-06,1.0701e-06
5,0.0015749,8.0715e-05,0.00014292,0.00032592,-9.863,0.00019483,0.00086244,4.7844e-05,6.5072e-06,0.00223,3.721e-05,0.0003091,0.00035907,0.0007861,0.00011317,0.00021873,0.00019365,0.00029169,5.0939e-05,0.00038962,0.00012778,0.00012373,5.8191e-05,6.5409e-05,0.00072982,0.0001309,8.8081e-05,4.245e-05,0.00030787,0.00028964,0.00042791,0.00037767,0.00061316,0.00032927,0.00063579,1.6975e-05,0.00052285,0.00011143,0.0003602,49.24,0.00026747,0.00047694,0.00079931,0.0015619,0.00043533,0.00019238,6.9912e-05,0.00010942,0.00028662,0.0017548,0.00067083,0.00015315,7.5471e-05,0.0025723,0.00017926,0.00018439,6.0635e-05,0.00030149,0.0023779,0.00025994,0.00034306,0.00029586,0.00017962,0.00012122,0.00051065,0.00054231,8.0958e-05,7.9322e-05,0.00015519,0.00033763,0.00020138,8.7476e-05,8.7009e-05,7.5106e-05,0.00040718,6.2959e-05,0.00027511,0.00039326,6.7953e-05,3.4318e-05,0.00010672,0.0074531,9.9308e-05,-0.091819,0.00031587,0.00028014
6,4.7037e-06,1.0262e-06,1.0077e-06,1.3879e-06,4.5378e-06,-7.385,5.6553e-06,8.0217e-07,1.0912e-06,6.1079e-06,7.5146e-07,2.3059e-06,2.8037e-06,3.6834e-06,8.4488e-07,1.6453e-06,1.6618e-06,2.5215e-06,6.6531e-07,1.6369e-06,1.1111e-06,9.2596e-07,9.7997e-07,9.6399e-07,4.4862e-06,8.6184e-07,1.0203e-06,8.8944e-07,2.3196e-06,1.7543e-06,3.6137e-06,2.9265e-06,3.333e-06,2.3211e-06,4.0652e-06,6.4457e-07,3.0931e-06,1.2098e-06,2.5838e-06,7.2391e-06,1.9831e-06,3.0351e-06,3.8574e-06,5.5026e-06,2.6958e-06,1.7653e-06,9.44e-07,1.0239e-06,1.8853e-06,4.3921e-06,5.7035e-06,1.2168e-06,7.409e-07,4.4259e-06,1.9019e-06,1.9213e-06,1.1933e-06,1.6145e-06,4.7488e-06,2.3523e-06,1.0102e-06,1.3102e-06,1.4793e-06,1.0401e-06,2.5662e-06,2.6375e-06,9.9591e-07,1.0581e-06,1.3904e-06,3.3132e-06,1.4369e-06,6.9083e-07,9.7814e-07,6.8743e-07,3.592e-06,8.6376e-07,1.7464e-06,1.8607e-06,1.0433e-06,1.0346e-06,9.5291e-07,4.4689e-06,1.288e-06,0.34813,2.1565e-06,2.054e-06
7,0.0020693,7.8766e-05,0.00020707,0.0002812,0.00096824,0.00051459,-22.004,0.00012539,0.00022763,17.276,-9.4314e-05,0.00060846,0.00052271,0.00091576,0.00017533,0.00031597,0.00043578,0.00062429,-9.9657e-06,0.00041765,0.00024554,0.00013005,0.00014949,0.00015321,0.0016777,0.00022881,0.00012542,0.00012234,0.00075315,0.00051031,0.00064206,0.0013959,0.00065226,0.00070235,0.0023228,5.6501e-05,0.0012875,9.9885e-05,0.0008038,11.218,0.00031266,0.0014285,45.948,0.0055525,0.00063666,0.00028185,2.4313e-05,0.00010789,0.0003739,0.002326,53.052,8.8706e-05,3.7245e-05,0.0048267,0.0002423,0.00023854,0.00021074,0.00044005,0.0010528,0.00062783,0.00030632,4.9658e-05,0.00028767,5.2605e-05,0.00044259,0.00054906,0.00013373,0.00023935,0.00024136,0.001135,0.00044774,0.00015393,0.00014569,3.1149e-05,0.0020582,0.00011436,0.00046505,0.00043702,1.046e-05,0.00011179,0.00010262,0.0029084,8.9523e-05,0.90864,0.00044956,0.00040767
8,3.01e-06,3.4045e-06,1.23e-06,6.8769e-07,9.0162e-07,4.1735e-06,5.8548e-06,-8.1786,3.6147e-06,6.2802e-06,3.9635e-06,3.8087e-06,2.4003e-06,2.7808e-06,1.1431e-06,3.3524e-06,4.6311e-06,3.3768e-06,3.9715e-06,-2.3195e-07,3.1065e-06,3.4782e-06,1.9763e-06,3.1235e-06,5.9843e-06,2.0545e-06,2.0901e-06,6.0642e-06,9.0808e-07,1.5452e-06,4.5587e-06,6.2583e-07,4.4275e-06,2.0275e-06,3.8345e-06,3.8416e-06,2.9924e-06,2.484e-06,1.5526e-06,4.7319e-08,3.1849e-06,2.3134e-06,1.6463e-06,1.5845e-06,2.8128e-07,2.3424e-06,2.5824e-06,3.4843e-06,2.4638e-06,3.3258e-06,4.5623e-06,1.7247e-06,2.6296e-06,-3.0278e-06,4.4521e-06,4.487e-06,3.1594e-06,3.678e-06,2.046e-06,3.5162e-06,3.2065e-07,3.4609e-06,3.2631e-06,2.3523e-06,1.3903e-06,9.4065e-07,2.6424e-06,6.001e-06,1.5292e-06,7.756e-06,1.385e-06,2.9112e-06,2.6309e-06,2.6202e-06,-2.0314e-06,2.2887e-06,-5.4572e-08,1.058e-06,2.6367e-06,3.4513e-06,2.5031e-06,7.04e-07,4.0253e-06,4.3923e-05,2.9837e-06,3.3472e-06
9,0.0017779,0.0011962,0.0010212,0.00082969,0.0015725,0.0022352,0.0037846,0.0014284,-4.8938e+05,0.0016611,0.0013015,0.0023138,0.0002288,0.0019167,0.0011582,0.0018321,0.001187,0.0019639,0.0018547,0.0016732,0.0026578,0.0017726,0.0012674,0.0015097,0.0026402,0.0007295,0.0013476,0.0011245,0.00014838,0.00043248,0.0018671,0.0016655,0.00080704,0.001386,0.0013361,0.0016858,0.0010707,0.0011666,0.0010972,0.0017981,0.00089722,0.001041,0.0014561,0.000835,0.00087468,0.0015413,0.001325,0.0018261,0.00045369,0.0010866,0.0041803,0.00139,0.0017001,0.0010922,0.0018656,0.0017106,0.0029442,0.0005572,0.0023683,0.0031943,0.0010831,0.0012856,0.0016681,0.0012804,0.0010922,0.0011408,0.0015205,0.0014028,0.001397,0.0027047,0.0023674,0.00093036,0.0016128,0.0015083,0.0016467,0.0013282,0.00032613,0.0014948,0.0014235,0.001946,0.0012438,0.00075963,0.0017391,0.011286,0.0014309,0.0015021
10,0.042881,0.0012617,0.0041249,0.0086153,0.052377,0.010767,114.22,0.00051773,0.0029526,-21.158,-0.0081439,0.015603,0.035551,0.025702,-0.0060913,0.014409,0.01032,0.016125,-0.00033407,0.015521,0.0024619,0.0066031,0.0034441,0.00083943,0.030466,0.0060321,-0.00016083,0.006528,0.034471,0.015387,0.019425,0.0068193,0.020389,0.013335,0.17033,-0.0039249,0.039026,-0.0036978,0.013346,0.96702,0.0030058,0.14974,0.073948,0.24687,0.023168,0.0059044,-0.0084353,0.0040325,0.0082975,0.051089,0.015877,-0.004497,0.00076168,18.23,0.0090745,0.0089959,-0.00074795,0.025375,0.1289,0.0027542,0.015173,-0.0029038,0.0031785,-0.0076714,0.016029,0.045183,0.0066609,0.0023023,-0.011189,0.0039712,0.0065839,0.0032739,-0.00040037,-0.002046,0.025494,0.0011616,0.0066372,0.03494,-0.00087202,-0.00075323,0.0027128,61.047,0.0040982,0.31156,0.0056385,0.0096738
