0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
1,-274.16,0.0011281,0.0018198,0.0044807,0.0099354,0.0019214,0.016114,0.00085598,-0.00026111,255.14,0.00041183,0.0031981,0.0073437,0.01096,0.0017484,0.0024944,0.0032054,0.0038115,0.00086334,0.0050029,0.0008164,0.0017494,0.001278,0.0011531,0.0134,0.0022617,0.0010857,0.00067855,0.0064598,0.0047477,0.010458,0.0058895,0.01028,0.0060479,0.011078,0.00034428,0.0099079,0.0020306,0.0061083,1322.5,0.0038008,0.016424,0.033332,0.47032,0.0061424,0.0030841,0.001033,0.0011898,0.0036876,0.14223,0.010802,0.0023227,0.0011308,0.094866,0.0017887,0.0018075,0.00095012,0.0053273,0.029342,0.0035283,0.003135,0.0030946,0.003254,0.0016435,0.0070568,0.0083471,0.0010205,0.0014717,0.0019911,0.005833,0.0027483,0.0012763,0.0014101,0.0011407,0.00855,0.00096632,0.0044311,0.0039457,0.00087807,0.00023418,0.0017752,0.25108,0.0012911,2.664,0.0045095,0.0039676
2,1.0676e-05,-7.8597,4.8348e-06,4.0324e-06,8.7167e-06,1.0034e-05,1.1945e-05,6.3783e-06,5.6724e-06,1.3675e-05,6.5514e-06,7.053e-06,1.1229e-05,7.0827e-06,4.6295e-06,7.0503e-06,1.0176e-05,1.1013e-05,5.5349e-06,5.5758e-06,6.4408e-06,4.7501e-06,5.9786e-06,7.2201e-06,1.2887e-05,5.0068e-06,5.248e-06,5.8589e-06,9.7354e-06,7.7563e-06,1.1852e-05,9.859e-06,1.313e-05,9.788e-06,1.2818e-05,6.6365e-06,1.2893e-05,7.6415e-06,7.3301e-06,1.2345e-05,9.5026e-06,1.1251e-05,7.8138e-06,1.0952e-05,7.7083e-06,6.6334e-06,7.2871e-06,7.4628e-06,8.2167e-06,1.3731e-05,1.4207e-05,5.1196e-06,5.2528e-06,1.1625e-05,7.7431e-06,8.1869e-06,6.1693e-06,7.903e-06,7.8168e-06,9.6019e-06,-1.6733e-06,6.8522e-06,8.2738e-06,8.8854e-06,1.0317e-05,9.2216e-06,7.1235e-06,7.6451e-06,6.5529e-06,1.3359e-05,6.7372e-06,6.2646e-06,4.8898e-06,5.5734e-06,1.1099e-05,6.1248e-06,7.6053e-06,7.8593e-06,7.6628e-06,8.1461e-06,6.433e-06,1.0213e-05,6.4351e-06,0.39258,5.4892e-06,1.1194e-05
3,1.3025e-06,3.3712e-07,-6.6613,7.7063e-07,1.2625e-06,6.7881e-07,2.6749e-06,1.5938e-07,3.3553e-07,2.5124e-06,2.0258e-07,8.0066e-07,7.0024e-07,1.11e-06,2.5745e-07,5.4253e-07,6.2917e-07,9.8643e-07,2.9649e-07,4.4067e-07,5.55e-07,2.8982e-07,2.4229e-07,1.8656e-07,1.5255e-06,3.1366e-07,3.0625e-07,2.3572e-07,7.2539e-07,4.9543e-07,1.1756e-06,1.1128e-06,1.0035e-06,8.8116e-07,1.1128e-06,3.1885e-07,1.2513e-06,2.1987e-07,8.54e-07,1.8319e-06,6.5886e-07,1.017e-06,1.7423e-06,2.6351e-06,7.6247e-07,7.1212e-07,3.2583e-07,3.8974e-07,6.4936e-07,2.1595e-06,1.8127e-06,2.1155e-07,3.1227e-07,2.3726e-06,5.2952e-07,4.9537e-07,1.4192e-07,5.8156e-07,1.2237e-06,9.6172e-07,2.5948e-08,9.6569e-07,2.5526e-07,3.9863e-07,1.2133e-06,1.1458e-06,5.1674e-07,4.0226e-07,5.395e-07,1.5905e-06,5.592e-07,3.6256e-07,3.6287e-07,1.6546e-07,1.1411e-06,3.2513e-07,6.1918e-07,9.4841e-07,3.5713e-07,2.7453e-07,3.5905e-07,1.2191e-06,6.5758e-07,8.8768e-06,7.3113e-07,6.1943e-07
4,2.1972e-06,2.2609e-07,6.4089e-07,-6.3322,2.2828e-06,7.7747e-07,2.4305e-06,6.6977e-08,2.2269e-07,2.6931e-06,2.248e-07,1.1532e-06,1.2869e-06,1.6549e-06,4.1098e-07,8.6095e-07,8.731e-07,1.4128e-06,1.9611e-07,1.0191e-06,5.6361e-07,5.1356e-07,4.6641e-07,2.6646e-07,2.0592e-06,6.1464e-07,5.0925e-07,1.137e-07,1.6125e-06,8.0516e-07,1.5624e-06,1.4153e-06,2.0079e-06,1.3126e-06,2.0628e-06,2.2311e-07,1.7347e-06,3.4568e-07,1.4336e-06,4.2222e-06,9.0652e-07,1.5926e-06,2.1937e-06,2.7294e-06,1.7699e-06,8.1941e-07,2.8268e-07,3.0203e-07,1.0963e-06,2.1887e-06,2.1324e-06,4.2316e-07,2.5256e-07,2.3094e-06,7.5042e-07,7.2425e-07,4.9904e-07,7.7736e-07,2.3029e-06,1.102e-06,6.1173e-07,7.1117e-07,5.4436e-07,4.7425e-07,1.2366e-06,1.0825e-06,4.1054e-07,2.8746e-07,5.749e-07,1.312e-06,6.0424e-07,3.9529e-07,5.2946e-07,2.6528e-07,1.6508e-06,2.9288e-07,1.1068e-06,1.4921e-06,3.1496e-07,2.3617e-07,2.9243e-07,2.8764e-06,6.111e-07,0.30357,1.0807e-06,1.0702e-06
5,0.001575,8.0752e-05,0.00014296,0.00032592,-9.863,0.00019482,0.00086251,4.7863e-05,6.5001e-06,0.0022301,3.7252e-05,0.0003091,0.00035914,0.00078609,0.00011315,0.00021874,0.00019366,0.00029169,5.0973e-05,0.00038961,0.00012775,0.00012376,5.8185e-05,6.5422e-05,0.00072992,0.00013089,8.8065e-05,4.2466e-05,0.00030788,0.00028971,0.00042797,0.00037767,0.0006132,0.00032929,0.00063583,1.6991e-05,0.00052292,0.00011141,0.00036017,49.24,0.0002675,0.00047702,0.00079942,0.001562,0.00043533,0.00019242,6.9948e-05,0.00010947,0.00028664,0.0017549,0.00067083,0.00015316,7.5505e-05,0.0025724,0.00017925,0.00018439,6.0626e-05,0.00030153,0.0023778,0.00025992,0.00034299,0.00029593,0.00017965,0.00012128,0.00051069,0.00054237,8.0939e-05,7.9353e-05,0.00015521,0.00033768,0.00020139,8.7509e-05,8.6987e-05,7.5137e-05,0.00040713,6.2995e-05,0.00027513,0.00039325,6.7991e-05,3.4321e-05,0.00010675,0.007453,9.9321e-05,-0.091819,0.00031585,0.00028015
6,4.7052e-06,1.0265e-06,1.0081e-06,1.388e-06,4.5391e-06,-7.385,5.6573e-06,8.0244e-07,1.0916e-06,6.1099e-06,7.5167e-07,2.3065e-06,2.8045e-06,3.6845e-06,8.4511e-07,1.6457e-06,1.6623e-06,2.5221e-06,6.6553e-07,1.6375e-06,1.1114e-06,9.2635e-07,9.8026e-07,9.6438e-07,4.4877e-06,8.6191e-07,1.0207e-06,8.8977e-07,2.3201e-06,1.7548e-06,3.6149e-06,2.9273e-06,3.3341e-06,2.3215e-06,4.0663e-06,6.4482e-07,3.0942e-06,1.2101e-06,2.5846e-06,7.2406e-06,1.9837e-06,3.036e-06,3.8587e-06,5.5045e-06,2.6966e-06,1.766e-06,9.4435e-07,1.0243e-06,1.8858e-06,4.3937e-06,5.7053e-06,1.217e-06,7.4116e-07,4.4271e-06,1.9025e-06,1.9218e-06,1.1936e-06,1.615e-06,4.7501e-06,2.3531e-06,1.01e-06,1.3106e-06,1.4797e-06,1.0405e-06,2.5669e-06,2.6382e-06,9.9617e-07,1.0584e-06,1.3908e-06,3.3146e-06,1.4373e-06,6.9105e-07,9.7846e-07,6.8766e-07,3.5932e-06,8.6429e-07,1.7467e-06,1.861e-06,1.0437e-06,1.035e-06,9.5329e-07,4.47e-06,1.2885e-06,0.34813,2.157e-06,2.0545e-06
7,0.0020695,7.8757e-05,0.00020713,0.00028118,0.00096828,0.00051475,-22.004,0.0001254,0.00022776,17.276,-9.443e-05,0.00060863,0.00052263,0.00091591,0.00017536,0.00031604,0.0004358,0.00062436,-1.0048e-05,0.00041774,0.0002456,0.00013011,0.00014953,0.00015325,0.0016779,0.00022885,0.00012541,0.00012235,0.00075321,0.00051053,0.00064215,0.0013961,0.00065219,0.00070242,0.002323,5.6483e-05,0.0012877,9.9776e-05,0.000804,11.218,0.00031269,0.0014287,45.948,0.0055526,0.00063671,0.00028196,2.4307e-05,0.00010788,0.00037398,0.0023262,53.052,8.8615e-05,3.7228e-05,0.0048267,0.00024233,0.00023857,0.00021074,0.00044017,0.0010528,0.00062794,0.00030639,4.9528e-05,0.00028774,5.2547e-05,0.00044257,0.00054911,0.00013373,0.00023942,0.00024137,0.0011352,0.00044784,0.00015399,0.0001457,3.1079e-05,0.0020583,0.0001144,0.00046509,0.00043707,1.0457e-05,0.0001118,0.00010263,0.0029085,8.9462e-05,0.90864,0.00044954,0.00040769
8,3.0104e-06,3.4061e-06,1.2301e-06,6.8722e-07,9.0082e-07,4.1748e-06,5.8557e-06,-8.1786,3.6156e-06,6.282e-06,3.965e-06,3.8092e-06,2.4001e-06,2.7804e-06,1.1431e-06,3.3528e-06,4.6311e-06,3.3779e-06,3.9723e-06,-2.2995e-07,3.1074e-06,3.4789e-06,1.9766e-06,3.1248e-06,5.9861e-06,2.0551e-06,2.0903e-06,6.0655e-06,9.0592e-07,1.5453e-06,4.5598e-06,6.258e-07,4.4293e-06,2.0269e-06,3.8355e-06,3.8432e-06,2.9927e-06,2.4845e-06,1.5525e-06,4.6189e-08,3.1862e-06,2.3133e-06,1.6435e-06,1.5867e-06,2.8034e-07,2.3428e-06,2.5836e-06,3.4856e-06,2.4639e-06,3.3272e-06,4.5637e-06,1.7255e-06,2.6296e-06,-3.0299e-06,4.4528e-06,4.4878e-06,3.1603e-06,3.6794e-06,2.0458e-06,3.5166e-06,3.1916e-07,3.4621e-06,3.264e-06,2.3534e-06,1.3898e-06,9.3982e-07,2.6436e-06,6.0033e-06,1.5293e-06,7.7582e-06,1.3855e-06,2.9123e-06,2.6314e-06,2.6209e-06,-2.0305e-06,2.2897e-06,-5.5635e-08,1.0574e-06,2.6377e-06,3.4527e-06,2.5043e-06,7.0407e-07,4.0263e-06,4.3916e-05,2.9837e-06,3.3486e-06
9,0.001779,0.0011963,0.0010213,0.00082969,0.0015735,0.0022362,0.0037867,0.0014287,-4.8938e+05,0.0016621,0.0013018,0.0023149,0.00022881,0.0019174,0.0011584,0.0018328,0.0011876,0.0019645,0.0018553,0.0016742,0.0026584,0.0017734,0.001268,0.0015104,0.0026411,0.00072983,0.001348,0.0011247,0.00014838,0.00043285,0.001868,0.0016661,0.00080796,0.0013864,0.0013374,0.0016863,0.0010715,0.0011671,0.0010978,0.0017995,0.00089751,0.0010415,0.0014568,0.00083584,0.00087518,0.001542,0.0013257,0.0018267,0.00045386,0.0010873,0.0041823,0.0013902,0.0017006,0.0010931,0.0018664,0.0017115,0.0029446,0.00055762,0.0023698,0.0031958,0.001083,0.0012854,0.0016688,0.0012806,0.0010927,0.0011414,0.001521,0.001403,0.0013974,0.0027065,0.0023681,0.00093087,0.0016136,0.0015089,0.0016477,0.0013291,0.00032595,0.0014955,0.001424,0.0019467,0.0012445,0.00076075,0.0017398,0.011285,0.0014314,0.0015026
10,0.042881,0.0012619,0.004122,0.0086107,0.052377,0.010768,114.22,0.00051646,0.0029555,-21.158,-0.0081513,0.015605,0.035552,0.025701,-0.0061002,0.014415,0.010321,0.016121,-0.00033578,0.015521,0.0024601,0.0066052,0.0034441,0.00083839,0.030462,0.0060302,-0.0001666,0.0065329,0.034471,0.015391,0.019422,0.0068051,0.020383,0.01333,0.17034,-0.0039296,0.03903,-0.0037072,0.013345,0.96703,0.0029984,0.14975,0.073951,0.24686,0.023165,0.005901,-0.008442,0.0040332,0.0082927,0.05109,0.015866,-0.0045058,0.00076116,18.23,0.0090775,0.0089992,-0.00075185,0.02538,0.1289,0.002743,0.015182,-0.0029121,0.0031763,-0.0076796,0.016026,0.045192,0.0066601,0.0023008,-0.011205,0.0039593,0.006581,0.0032732,-0.00040555,-0.0020498,0.025487,0.0011623,0.0066264,0.034948,-0.00087346,-0.00075377,0.0027135,61.047,0.0040972,0.31153,0.0056291,0.009671
