0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
1,-274.16,0.0011259,0.0018169,0.004477,0.0099371,0.0019227,0.016097,0.00085455,-0.0002567,255.14,0.0004119,0.0031966,0.0073326,0.010954,0.0017465,0.0024926,0.0031994,0.003809,0.00086248,0.0050022,0.0008188,0.0017472,0.0012771,0.0011506,0.013385,0.0022579,0.0010854,0.00067747,0.0064516,0.0047396,0.010444,0.005885,0.010267,0.0060401,0.011063,0.00034467,0.0098967,0.002031,0.0061031,1322.5,0.0037939,0.016405,0.03331,0.47029,0.0061358,0.0030783,0.0010296,0.0011875,0.0036818,0.14221,0.010794,0.0023188,0.0011295,0.094847,0.0017884,0.001807,0.00094986,0.0053176,0.029335,0.0035269,0.0031419,0.0030892,0.0032478,0.0016377,0.0070483,0.0083362,0.0010219,0.0014684,0.0019875,0.0058222,0.0027448,0.0012739,0.0014086,0.0011379,0.0085476,0.00096316,0.0044246,0.0039469,0.00087618,0.00023652,0.0017705,0.25107,0.0012898,2.664,0.0045055,0.0039631
2,1.0653e-05,-7.8597,4.8293e-06,4.0259e-06,8.7041e-06,1.0013e-05,1.1918e-05,6.3583e-06,5.6622e-06,1.3641e-05,6.5358e-06,7.0384e-06,1.1199e-05,7.0678e-06,4.6207e-06,7.0365e-06,1.0157e-05,1.0991e-05,5.5219e-06,5.5502e-06,6.4271e-06,4.7378e-06,5.9652e-06,7.2046e-06,1.2857e-05,4.9966e-06,5.2331e-06,5.8449e-06,9.7121e-06,7.746e-06,1.1826e-05,9.8478e-06,1.3099e-05,9.774e-06,1.2785e-05,6.6222e-06,1.2858e-05,7.6296e-06,7.3173e-06,1.2317e-05,9.4869e-06,1.1223e-05,7.8106e-06,1.0929e-05,7.6985e-06,6.6174e-06,7.2691e-06,7.4431e-06,8.2034e-06,1.3698e-05,1.4177e-05,5.11e-06,5.242e-06,1.1605e-05,7.7282e-06,8.1693e-06,6.1554e-06,7.8823e-06,7.7986e-06,9.5857e-06,-1.651e-06,6.8399e-06,8.258e-06,8.8643e-06,1.03e-05,9.2088e-06,7.1082e-06,7.6239e-06,6.5377e-06,1.332e-05,6.7236e-06,6.2518e-06,4.8772e-06,5.561e-06,1.108e-05,6.1089e-06,7.5945e-06,7.8453e-06,7.6477e-06,8.1292e-06,6.4176e-06,1.0191e-05,6.4192e-06,0.39258,5.4792e-06,1.118e-05
3,1.2999e-06,3.3673e-07,-6.6613,7.694e-07,1.2605e-06,6.7754e-07,2.6681e-06,1.5933e-07,3.3501e-07,2.5068e-06,2.02e-07,7.9945e-07,6.9925e-07,1.108e-06,2.5745e-07,5.4169e-07,6.2813e-07,9.8486e-07,2.9627e-07,4.3931e-07,5.5392e-07,2.8923e-07,2.423e-07,1.8624e-07,1.5212e-06,3.1332e-07,3.058e-07,2.355e-07,7.2421e-07,4.9455e-07,1.1725e-06,1.111e-06,1.0015e-06,8.8003e-07,1.1107e-06,3.1813e-07,1.2486e-06,2.2061e-07,8.5229e-07,1.8284e-06,6.5738e-07,1.0147e-06,1.7385e-06,2.6287e-06,7.6074e-07,7.1055e-07,3.2565e-07,3.8911e-07,6.4822e-07,2.1541e-06,1.809e-06,2.1138e-07,3.1171e-07,2.3662e-06,5.2862e-07,4.9455e-07,1.42e-07,5.8075e-07,1.2213e-06,9.5993e-07,2.7743e-08,9.6371e-07,2.55e-07,3.9846e-07,1.2108e-06,1.1434e-06,5.1606e-07,4.0132e-07,5.3848e-07,1.5862e-06,5.5788e-07,3.6258e-07,3.6254e-07,1.6557e-07,1.1389e-06,3.243e-07,6.1882e-07,9.4672e-07,3.5695e-07,2.7421e-07,3.5832e-07,1.2173e-06,6.5653e-07,8.8651e-06,7.2953e-07,6.1812e-07
4,2.1955e-06,2.2573e-07,6.3984e-07,-6.3322,2.2818e-06,7.769e-07,2.4262e-06,6.7405e-08,2.2305e-07,2.6893e-06,2.2474e-07,1.1525e-06,1.2853e-06,1.6539e-06,4.1053e-07,8.603e-07,8.716e-07,1.4108e-06,1.9613e-07,1.0182e-06,5.6335e-07,5.1298e-07,4.6617e-07,2.6605e-07,2.0563e-06,6.1394e-07,5.091e-07,1.1407e-07,1.6104e-06,8.0426e-07,1.5598e-06,1.4135e-06,2.0045e-06,1.3108e-06,2.0597e-06,2.2287e-07,1.7326e-06,3.457e-07,1.4325e-06,4.2194e-06,9.0498e-07,1.59e-06,2.1901e-06,2.724e-06,1.7677e-06,8.177e-07,2.8189e-07,3.0152e-07,1.0941e-06,2.1858e-06,2.1304e-06,4.2319e-07,2.5228e-07,2.3074e-06,7.4987e-07,7.2376e-07,4.9831e-07,7.7711e-07,2.3019e-06,1.1009e-06,6.1449e-07,7.104e-07,5.4373e-07,4.7322e-07,1.2358e-06,1.0821e-06,4.1048e-07,2.8719e-07,5.7409e-07,1.3095e-06,6.036e-07,3.9433e-07,5.287e-07,2.6488e-07,1.6487e-06,2.9168e-07,1.1059e-06,1.4912e-06,3.1414e-07,2.3631e-07,2.9144e-07,2.8741e-06,6.1016e-07,0.30357,1.08e-06,1.0686e-06
5,0.0015745,8.0637e-05,0.00014281,0.00032589,-9.863,0.00019483,0.00086167,4.7855e-05,6.7101e-06,0.002229,3.7218e-05,0.00030896,0.00035867,0.00078592,0.00011316,0.00021862,0.00019356,0.00029155,5.0935e-05,0.00038961,0.00012787,0.0001237,5.8286e-05,6.5332e-05,0.00072915,0.00013085,8.8081e-05,4.2475e-05,0.00030772,0.00028947,0.00042751,0.00037752,0.00061266,0.00032909,0.00063518,1.7051e-05,0.00052249,0.00011157,0.0003602,49.24,0.00026728,0.00047632,0.0007985,0.0015605,0.00043512,0.00019224,6.9794e-05,0.00010921,0.00028633,0.0017538,0.00067055,0.00015308,7.5467e-05,0.0025711,0.00017922,0.00018432,6.0692e-05,0.00030117,0.0023775,0.00025999,0.00034354,0.00029552,0.00017946,0.00012105,0.0005102,0.00054179,8.1114e-05,7.9245e-05,0.00015507,0.00033724,0.00020121,8.7361e-05,8.7024e-05,7.4984e-05,0.00040723,6.2764e-05,0.00027488,0.00039318,6.7906e-05,3.4485e-05,0.00010652,0.0074525,9.9281e-05,-0.091815,0.00031573,0.00028002
6,4.6969e-06,1.0243e-06,1.0062e-06,1.387e-06,4.5318e-06,-7.385,5.6455e-06,8.0101e-07,1.0892e-06,6.0983e-06,7.5061e-07,2.3022e-06,2.7991e-06,3.6782e-06,8.4351e-07,1.6432e-06,1.6585e-06,2.5175e-06,6.6473e-07,1.6337e-06,1.1096e-06,9.2454e-07,9.7828e-07,9.6185e-07,4.4784e-06,8.6127e-07,1.0184e-06,8.8804e-07,2.3164e-06,1.752e-06,3.6076e-06,2.9221e-06,3.3273e-06,2.3177e-06,4.0575e-06,6.4384e-07,3.0884e-06,1.2081e-06,2.5801e-06,7.2307e-06,1.9796e-06,3.0297e-06,3.8505e-06,5.4924e-06,2.6917e-06,1.7617e-06,9.4194e-07,1.0218e-06,1.8822e-06,4.3854e-06,5.695e-06,1.215e-06,7.3984e-07,4.4191e-06,1.8991e-06,1.9184e-06,1.1915e-06,1.6119e-06,4.7423e-06,2.3485e-06,1.0123e-06,1.3086e-06,1.4767e-06,1.0379e-06,2.5627e-06,2.6336e-06,9.9497e-07,1.0563e-06,1.388e-06,3.3066e-06,1.4346e-06,6.902e-07,9.7617e-07,6.8627e-07,3.5851e-06,8.6118e-07,1.7439e-06,1.8587e-06,1.0412e-06,1.0332e-06,9.5074e-07,4.4633e-06,1.2854e-06,0.34813,2.1532e-06,2.0511e-06
7,0.0020675,7.872e-05,0.00020685,0.000281,0.00096745,0.00051373,-22.004,0.0001252,0.00022716,17.276,-9.3748e-05,0.0006075,0.00052226,0.00091479,0.000175,0.00031539,0.000435,0.00062352,-9.6315e-06,0.00041684,0.00024518,0.00012992,0.00014927,0.00015292,0.0016761,0.00022841,0.00012525,0.00012221,0.00075227,0.00050943,0.00064123,0.0013947,0.00065157,0.00070147,0.0023209,5.658e-05,0.0012862,9.999e-05,0.00080262,11.218,0.00031225,0.0014271,45.948,0.0055504,0.00063588,0.00028136,2.4405e-05,0.00010776,0.00037327,0.0023245,53.052,8.8805e-05,3.7325e-05,0.004825,0.00024199,0.00023817,0.00021033,0.00043921,0.0010518,0.00062694,0.00030626,5.0148e-05,0.00028717,5.2792e-05,0.00044206,0.00054827,0.00013374,0.00023899,0.00024102,0.0011336,0.000447,0.00015374,0.00014542,3.1247e-05,0.002057,0.00011401,0.00046441,0.00043646,1.0653e-05,0.00011188,0.00010243,0.0029068,8.9539e-05,0.90864,0.00044891,0.00040721
8,3.0079e-06,3.3955e-06,1.2298e-06,6.9115e-07,9.0821e-07,4.1674e-06,5.8447e-06,-8.1786,3.6072e-06,6.2714e-06,3.9572e-06,3.804e-06,2.4005e-06,2.7836e-06,1.1435e-06,3.3491e-06,4.6226e-06,3.3732e-06,3.963e-06,-2.4894e-07,3.1019e-06,3.4734e-06,1.9742e-06,3.117e-06,5.9738e-06,2.0534e-06,2.088e-06,6.055e-06,9.1398e-07,1.5468e-06,4.5523e-06,6.2914e-07,4.418e-06,2.0259e-06,3.8295e-06,3.835e-06,2.9917e-06,2.4807e-06,1.5547e-06,5.5056e-08,3.1828e-06,2.314e-06,1.6526e-06,1.5778e-06,2.8432e-07,2.3407e-06,2.5765e-06,3.476e-06,2.4618e-06,3.3228e-06,4.554e-06,1.7212e-06,2.6279e-06,-3.0157e-06,4.4472e-06,4.4824e-06,3.1541e-06,3.6744e-06,2.0476e-06,3.512e-06,3.2435e-07,3.4545e-06,3.2588e-06,2.3471e-06,1.3924e-06,9.4381e-07,2.6396e-06,5.9891e-06,1.529e-06,7.7418e-06,1.3837e-06,2.9089e-06,2.6263e-06,2.6161e-06,-2.0335e-06,2.2835e-06,-4.7347e-08,1.0599e-06,2.6327e-06,3.4457e-06,2.4969e-06,7.0582e-07,4.0192e-06,4.3839e-05,2.9812e-06,3.344e-06
9,0.0017774,0.0011941,0.0010198,0.00083102,0.001572,0.0022312,0.0037767,0.0014254,-4.8938e+05,0.0016599,0.0012987,0.0023099,0.00023134,0.0019153,0.0011565,0.0018294,0.0011837,0.0019614,0.0018508,0.0016706,0.0026536,0.0017707,0.0012647,0.0015064,0.0026372,0.00073008,0.0013453,0.0011229,0.00015097,0.00043187,0.0018644,0.0016643,0.00080602,0.0013837,0.0013344,0.0016823,0.0010706,0.001165,0.0010977,0.0017962,0.0008957,0.0010404,0.0014549,0.00083434,0.00087579,0.0015378,0.0013214,0.0018222,0.00045394,0.0010879,0.0041732,0.0013885,0.0016967,0.0010926,0.0018626,0.0017077,0.0029395,0.00055694,0.0023651,0.0031874,0.0010838,0.0012849,0.0016649,0.0012776,0.0010916,0.0011399,0.0015185,0.0014014,0.0013951,0.0026982,0.0023644,0.00092922,0.0016089,0.0015057,0.0016446,0.0013243,0.00032875,0.0014931,0.0014203,0.0019417,0.001241,0.0007606,0.0017359,0.011258,0.0014294,0.0015002
10,0.042854,0.0012668,0.0041327,0.0086211,0.052348,0.010761,114.22,0.00052781,0.0029531,-21.157,-0.0081061,0.015587,0.03551,0.025689,-0.0060515,0.014385,0.010308,0.016115,-0.00032089,0.015517,0.0024739,0.0065953,0.0034464,0.00084109,0.030444,0.0060311,-0.00014594,0.0065176,0.034433,0.015373,0.019414,0.0068552,0.020374,0.013335,0.17025,-0.003901,0.038987,-0.0036638,0.013342,0.96698,0.0030259,0.14966,0.073901,0.24681,0.02315,0.0059061,-0.0084011,0.0040267,0.0082986,0.05105,0.015891,-0.0044688,0.00077207,18.23,0.0090652,0.0089862,-0.000731,0.025338,0.12884,0.002784,0.015171,-0.0028647,0.0031841,-0.0076361,0.016018,0.045129,0.0066656,0.0023081,-0.011134,0.0039945,0.0065877,0.0032737,-0.00038316,-0.0020315,0.025487,0.0011548,0.0066529,0.034896,-0.00085715,-0.00073409,0.0027054,61.047,0.0041002,0.3115,0.0056528,0.0096784
