0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
1,-274.16,0.0011263,0.0018176,0.0044779,0.0099376,0.0019225,0.016101,0.00085452,-0.00025799,255.14,0.0004116,0.0031969,0.0073351,0.010956,0.0017471,0.0024931,0.0032009,0.0038097,0.00086248,0.0050024,0.00081805,0.0017472,0.0012771,0.0011511,0.013388,0.0022585,0.0010853,0.00067731,0.0064536,0.0047409,0.010447,0.0058863,0.01027,0.0060422,0.011067,0.00034429,0.0098994,0.0020308,0.0061043,1322.5,0.0037952,0.016409,0.033315,0.4703,0.0061377,0.0030795,0.0010303,0.0011879,0.003683,0.14222,0.010796,0.0023196,0.0011293,0.094852,0.0017885,0.0018071,0.00094958,0.0053198,0.029338,0.0035272,0.0031403,0.0030904,0.0032492,0.0016389,0.0070505,0.0083389,0.0010214,0.0014685,0.0019882,0.0058247,0.0027457,0.0012742,0.0014089,0.0011383,0.0085493,0.00096402,0.0044262,0.0039467,0.00087646,0.00023566,0.0017717,0.25107,0.0012898,2.664,0.0045069,0.0039642
2,1.0658e-05,-7.8597,4.8308e-06,4.0282e-06,8.7072e-06,1.0018e-05,1.1924e-05,6.3622e-06,5.6651e-06,1.3646e-05,6.5392e-06,7.0418e-06,1.1206e-05,7.0708e-06,4.6226e-06,7.0396e-06,1.0162e-05,1.0997e-05,5.5252e-06,5.5589e-06,6.4308e-06,4.7405e-06,5.9678e-06,7.2087e-06,1.2863e-05,4.9985e-06,5.2364e-06,5.8474e-06,9.718e-06,7.7489e-06,1.1831e-05,9.8509e-06,1.3106e-05,9.7785e-06,1.2793e-05,6.6251e-06,1.2865e-05,7.6322e-06,7.3205e-06,1.2323e-05,9.4913e-06,1.1229e-05,7.8116e-06,1.0934e-05,7.7002e-06,6.6224e-06,7.2731e-06,7.448e-06,8.2076e-06,1.3704e-05,1.4183e-05,5.1124e-06,5.244e-06,1.1608e-05,7.7318e-06,8.1731e-06,6.1582e-06,7.8861e-06,7.802e-06,9.5893e-06,-1.6544e-06,6.8422e-06,8.2626e-06,8.8691e-06,1.0304e-05,9.2119e-06,7.112e-06,7.6289e-06,6.5412e-06,1.3328e-05,6.7264e-06,6.2542e-06,4.8799e-06,5.564e-06,1.1085e-05,6.1131e-06,7.5982e-06,7.8496e-06,7.6512e-06,8.1337e-06,6.4216e-06,1.0197e-05,6.4222e-06,0.39258,5.4816e-06,1.1184e-05
3,1.3005e-06,3.3684e-07,-6.6613,7.6965e-07,1.2609e-06,6.7783e-07,2.6696e-06,1.593e-07,3.3514e-07,2.508e-06,2.0216e-07,7.997e-07,6.9961e-07,1.1084e-06,2.5751e-07,5.4189e-07,6.284e-07,9.8531e-07,2.9634e-07,4.3997e-07,5.5424e-07,2.8922e-07,2.4225e-07,1.8639e-07,1.5222e-06,3.1343e-07,3.0592e-07,2.3554e-07,7.2465e-07,4.9483e-07,1.1732e-06,1.1115e-06,1.0018e-06,8.8041e-07,1.1112e-06,3.1831e-07,1.2492e-06,2.2044e-07,8.5276e-07,1.8291e-06,6.5778e-07,1.0154e-06,1.7395e-06,2.6303e-06,7.6122e-07,7.1098e-07,3.2566e-07,3.8931e-07,6.4856e-07,2.1552e-06,1.8098e-06,2.1138e-07,3.1177e-07,2.3677e-06,5.2882e-07,4.947e-07,1.4184e-07,5.809e-07,1.2219e-06,9.6042e-07,2.7257e-08,9.6409e-07,2.5511e-07,3.9846e-07,1.2114e-06,1.144e-06,5.1622e-07,4.0151e-07,5.3875e-07,1.5871e-06,5.5819e-07,3.6254e-07,3.6268e-07,1.655e-07,1.1395e-06,3.2449e-07,6.1893e-07,9.471e-07,3.5695e-07,2.7429e-07,3.5853e-07,1.2178e-06,6.5664e-07,8.8682e-06,7.2991e-07,6.1853e-07
4,2.1959e-06,2.2585e-07,6.4005e-07,-6.3322,2.2821e-06,7.7707e-07,2.4273e-06,6.7244e-08,2.2299e-07,2.6901e-06,2.2468e-07,1.1527e-06,1.2857e-06,1.6541e-06,4.1061e-07,8.6047e-07,8.7203e-07,1.4114e-06,1.9607e-07,1.0188e-06,5.6334e-07,5.1304e-07,4.6616e-07,2.6612e-07,2.0571e-06,6.1406e-07,5.0906e-07,1.1395e-07,1.6108e-06,8.0439e-07,1.5605e-06,1.4142e-06,2.0053e-06,1.3114e-06,2.0605e-06,2.2286e-07,1.7332e-06,3.4577e-07,1.4328e-06,4.2201e-06,9.054e-07,1.5907e-06,2.1912e-06,2.7257e-06,1.7683e-06,8.1812e-07,2.8203e-07,3.017e-07,1.0947e-06,2.1866e-06,2.131e-06,4.2315e-07,2.5222e-07,2.308e-06,7.4998e-07,7.2381e-07,4.9843e-07,7.7711e-07,2.3022e-06,1.1011e-06,6.1374e-07,7.1057e-07,5.4388e-07,4.7341e-07,1.236e-06,1.0823e-06,4.104e-07,2.8715e-07,5.7428e-07,1.3101e-06,6.0373e-07,3.9452e-07,5.2877e-07,2.6495e-07,1.6492e-06,2.9208e-07,1.1063e-06,1.4913e-06,3.1428e-07,2.3616e-07,2.918e-07,2.8747e-06,6.1038e-07,0.30357,1.0803e-06,1.0692e-06
5,0.0015747,8.0663e-05,0.00014284,0.00032591,-9.863,0.00019485,0.0008619,4.7838e-05,6.6293e-06,0.0022293,3.72e-05,0.00030901,0.00035875,0.00078602,0.00011317,0.00021867,0.00019362,0.00029159,5.091e-05,0.00038963,0.00012783,0.00012368,5.8246e-05,6.5352e-05,0.00072932,0.00013086,8.8072e-05,4.2454e-05,0.00030775,0.0002895,0.00042762,0.00037757,0.0006128,0.00032916,0.00063538,1.7021e-05,0.0005226,0.00011152,0.00036022,49.24,0.00026733,0.00047648,0.00079875,0.001561,0.00043522,0.00019227,6.9836e-05,0.00010925,0.00028641,0.0017541,0.00067065,0.0001531,7.5439e-05,0.0025715,0.00017925,0.00018435,6.0643e-05,0.00030126,0.0023776,0.00025998,0.00034341,0.00029562,0.00017951,0.00012108,0.00051035,0.00054196,8.1053e-05,7.9231e-05,0.00015511,0.00033735,0.00020126,8.7373e-05,8.6999e-05,7.5005e-05,0.00040726,6.2827e-05,0.00027493,0.0003932,6.7922e-05,3.4424e-05,0.00010659,0.0074527,9.9277e-05,-0.091816,0.00031581,0.00028007
6,4.6987e-06,1.0248e-06,1.0066e-06,1.3873e-06,4.5335e-06,-7.385,5.6481e-06,8.012e-07,1.0896e-06,6.1006e-06,7.5072e-07,2.3031e-06,2.8003e-06,3.6795e-06,8.4394e-07,1.6438e-06,1.6594e-06,2.5186e-06,6.6488e-07,1.6349e-06,1.1099e-06,9.2483e-07,9.7868e-07,9.624e-07,4.4804e-06,8.6134e-07,1.0188e-06,8.8832e-07,2.3172e-06,1.7525e-06,3.6092e-06,2.9233e-06,3.3287e-06,2.3186e-06,4.0596e-06,6.4392e-07,3.0897e-06,1.2085e-06,2.5811e-06,7.233e-06,1.9806e-06,3.0313e-06,3.8524e-06,5.4954e-06,2.6928e-06,1.7626e-06,9.4255e-07,1.0224e-06,1.883e-06,4.3872e-06,5.6972e-06,1.2155e-06,7.3999e-07,4.421e-06,1.8999e-06,1.9191e-06,1.192e-06,1.6125e-06,4.7441e-06,2.3495e-06,1.0117e-06,1.3091e-06,1.4774e-06,1.0385e-06,2.5637e-06,2.6347e-06,9.9511e-07,1.0567e-06,1.3886e-06,3.3083e-06,1.4352e-06,6.9031e-07,9.7667e-07,6.8656e-07,3.5865e-06,8.6195e-07,1.7446e-06,1.8593e-06,1.0418e-06,1.0335e-06,9.5142e-07,4.4649e-06,1.286e-06,0.34813,2.1542e-06,2.052e-06
7,0.002068,7.8734e-05,0.00020692,0.00028108,0.00096768,0.00051396,-22.004,0.00012524,0.00022728,17.276,-9.3895e-05,0.00060776,0.00052243,0.00091507,0.00017512,0.00031555,0.00043523,0.00062373,-9.7261e-06,0.00041715,0.0002453,0.00012994,0.00014932,0.00015302,0.0016765,0.0002285,0.00012529,0.00012224,0.00075255,0.00050964,0.00064149,0.001395,0.00065177,0.00070175,0.0023215,5.6546e-05,0.0012866,9.9986e-05,0.00080292,11.218,0.00031235,0.0014275,45.948,0.0055511,0.00063608,0.00028148,2.4377e-05,0.0001078,0.00037343,0.002325,53.052,8.8786e-05,3.7276e-05,0.0048255,0.00024208,0.00023826,0.00021043,0.00043942,0.0010521,0.00062721,0.00030625,5.0033e-05,0.00028731,5.2742e-05,0.00044222,0.0005485,0.00013372,0.00023909,0.00024113,0.001134,0.00044722,0.00015379,0.00014547,3.1216e-05,0.0020574,0.0001141,0.00046455,0.00043662,1.0603e-05,0.00011186,0.00010247,0.0029072,8.9544e-05,0.90864,0.00044912,0.00040736
8,3.007e-06,3.3975e-06,1.2296e-06,6.897e-07,9.0576e-07,4.1684e-06,5.8469e-06,-8.1786,3.6088e-06,6.2727e-06,3.9589e-06,3.8052e-06,2.3993e-06,2.7822e-06,1.1433e-06,3.3495e-06,4.6254e-06,3.3737e-06,3.9654e-06,-2.4151e-07,3.103e-06,3.4739e-06,1.9745e-06,3.1188e-06,5.9761e-06,2.0531e-06,2.0884e-06,6.0576e-06,9.1192e-07,1.5457e-06,4.5534e-06,6.2742e-07,4.4198e-06,2.0259e-06,3.8312e-06,3.8366e-06,2.9912e-06,2.4813e-06,1.5535e-06,5.114e-08,3.1827e-06,2.3131e-06,1.6505e-06,1.5777e-06,2.8284e-07,2.3408e-06,2.578e-06,3.4781e-06,2.4623e-06,3.3225e-06,4.5548e-06,1.7215e-06,2.6284e-06,-3.0212e-06,4.448e-06,4.4832e-06,3.1552e-06,3.6752e-06,2.0462e-06,3.5127e-06,3.2279e-07,3.4555e-06,3.2597e-06,2.3483e-06,1.3909e-06,9.4197e-07,2.6398e-06,5.9917e-06,1.529e-06,7.7452e-06,1.3832e-06,2.9092e-06,2.6277e-06,2.6172e-06,-2.0376e-06,2.2852e-06,-5.0324e-08,1.0587e-06,2.6337e-06,3.4468e-06,2.4985e-06,7.0377e-07,4.0209e-06,4.386e-05,2.9816e-06,3.3439e-06
9,0.001777,0.0011947,0.0010202,0.00083079,0.0015715,0.0022321,0.0037787,0.001426,-4.8938e+05,0.0016599,0.0012994,0.0023107,0.00023038,0.0019153,0.001157,0.00183,0.0011843,0.0019621,0.0018519,0.0016714,0.0026547,0.0017712,0.0012654,0.0015072,0.0026381,0.00072971,0.0013458,0.0011232,0.00015004,0.00043142,0.0018649,0.0016649,0.00080608,0.0013843,0.0013346,0.0016832,0.0010703,0.0011652,0.0010971,0.0017958,0.00089605,0.0010405,0.0014555,0.00083499,0.00087539,0.0015386,0.0013224,0.0018233,0.00045378,0.0010873,0.004175,0.0013887,0.0016974,0.001092,0.0018633,0.0017083,0.002941,0.00055673,0.0023653,0.0031889,0.0010836,0.001285,0.0016657,0.0012784,0.0010914,0.0011398,0.0015189,0.0014016,0.0013952,0.0026999,0.0023652,0.00092917,0.0016098,0.0015063,0.0016449,0.0013255,0.00032811,0.0014933,0.0014211,0.0019428,0.0012417,0.00075962,0.0017366,0.011265,0.0014297,0.0015007
10,0.042861,0.0012649,0.004131,0.0086193,0.052356,0.010762,114.22,0.00052436,0.0029521,-21.158,-0.0081168,0.01559,0.035522,0.025693,-0.0060611,0.014391,0.010312,0.016118,-0.00032481,0.015518,0.0024708,0.0065954,0.0034448,0.00084046,0.030448,0.0060303,-0.00015034,0.0065189,0.034444,0.015375,0.019417,0.0068459,0.020376,0.013335,0.17027,-0.0039079,0.038998,-0.003673,0.013342,0.96699,0.0030195,0.14968,0.073914,0.24683,0.023155,0.005905,-0.0084108,0.004028,0.008298,0.05106,0.015887,-0.004477,0.00076761,18.23,0.0090671,0.0089878,-0.00073601,0.025346,0.12886,0.0027767,0.01517,-0.002876,0.0031822,-0.0076456,0.016022,0.045144,0.0066629,0.0023056,-0.011149,0.003987,0.0065872,0.0032731,-0.00038827,-0.0020358,0.02549,0.0011569,0.0066487,0.034907,-0.00086157,-0.00073989,0.0027076,61.047,0.0040994,0.31152,0.00565,0.0096776
