0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
1,-274.16,0.0011286,0.0018203,0.0044808,0.0099373,0.0019226,0.016116,0.00085614,-0.00026076,255.14,0.00041213,0.0031993,0.0073456,0.010962,0.0017488,0.0024953,0.0032061,0.0038123,0.00086378,0.0050036,0.00081674,0.0017498,0.0012786,0.0011535,0.013402,0.0022618,0.0010862,0.00067913,0.0064608,0.0047486,0.010459,0.0058905,0.010281,0.0060487,0.01108,0.0003445,0.0099091,0.0020309,0.0061097,1322.5,0.003802,0.016425,0.033334,0.47032,0.0061433,0.0030849,0.0010334,0.0011902,0.0036886,0.14223,0.010803,0.0023231,0.0011312,0.094869,0.0017895,0.0018085,0.00095062,0.0053279,0.029345,0.0035291,0.0031349,0.0030952,0.0032548,0.0016441,0.0070582,0.0083489,0.0010207,0.0014725,0.0019918,0.0058343,0.0027489,0.0012768,0.0014107,0.0011411,0.0085521,0.00096703,0.0044311,0.0039465,0.00087855,0.00023457,0.0017758,0.25108,0.0012921,2.664,0.0045103,0.0039686
2,1.068e-05,-7.8597,4.835e-06,4.0331e-06,8.7207e-06,1.0035e-05,1.1949e-05,6.3798e-06,5.672e-06,1.3683e-05,6.5519e-06,7.0549e-06,1.1233e-05,7.0856e-06,4.6292e-06,7.0513e-06,1.0176e-05,1.1015e-05,5.5352e-06,5.5782e-06,6.4408e-06,4.7508e-06,5.9792e-06,7.2202e-06,1.2891e-05,5.0084e-06,5.2492e-06,5.86e-06,9.739e-06,7.7579e-06,1.1854e-05,9.8602e-06,1.3132e-05,9.7885e-06,1.2822e-05,6.6375e-06,1.2897e-05,7.6415e-06,7.3327e-06,1.2349e-05,9.5038e-06,1.1255e-05,7.8172e-06,1.0958e-05,7.7099e-06,6.634e-06,7.2872e-06,7.4641e-06,8.2188e-06,1.3737e-05,1.421e-05,5.1199e-06,5.2536e-06,1.1627e-05,7.7445e-06,8.1886e-06,6.1689e-06,7.9053e-06,7.8205e-06,9.6023e-06,-1.6736e-06,6.8544e-06,8.2744e-06,8.8864e-06,1.032e-05,9.2241e-06,7.1249e-06,7.6458e-06,6.5538e-06,1.3364e-05,6.7385e-06,6.2661e-06,4.8895e-06,5.5738e-06,1.1101e-05,6.126e-06,7.6047e-06,7.861e-06,7.6631e-06,8.147e-06,6.4336e-06,1.0216e-05,6.4362e-06,0.39258,5.4897e-06,1.1196e-05
3,1.3028e-06,3.3714e-07,-6.6613,7.7071e-07,1.2629e-06,6.789e-07,2.6754e-06,1.5935e-07,3.3539e-07,2.5132e-06,2.026e-07,8.008e-07,7.0056e-07,1.1102e-06,2.5738e-07,5.4257e-07,6.2924e-07,9.8644e-07,2.9652e-07,4.407e-07,5.5498e-07,2.8983e-07,2.4225e-07,1.8654e-07,1.5259e-06,3.1363e-07,3.0624e-07,2.3578e-07,7.256e-07,4.9547e-07,1.1758e-06,1.1128e-06,1.0037e-06,8.8114e-07,1.1129e-06,3.1885e-07,1.2517e-06,2.1976e-07,8.542e-07,1.8322e-06,6.5898e-07,1.0173e-06,1.7427e-06,2.6357e-06,7.6278e-07,7.1212e-07,3.257e-07,3.898e-07,6.4946e-07,2.1601e-06,1.8129e-06,2.1154e-07,3.1238e-07,2.3736e-06,5.2956e-07,4.9545e-07,1.4183e-07,5.8169e-07,1.2238e-06,9.6169e-07,2.5842e-08,9.6596e-07,2.5526e-07,3.9862e-07,1.2137e-06,1.1463e-06,5.1682e-07,4.0232e-07,5.3966e-07,1.5908e-06,5.592e-07,3.6258e-07,3.6283e-07,1.6544e-07,1.1413e-06,3.2516e-07,6.1927e-07,9.4861e-07,3.5706e-07,2.745e-07,3.5911e-07,1.2192e-06,6.5764e-07,8.8762e-06,7.3124e-07,6.1955e-07
4,2.1973e-06,2.2614e-07,6.4096e-07,-6.3322,2.2828e-06,7.7753e-07,2.4306e-06,6.694e-08,2.2269e-07,2.6935e-06,2.2481e-07,1.1533e-06,1.2871e-06,1.6548e-06,4.1108e-07,8.61e-07,8.7311e-07,1.4128e-06,1.9626e-07,1.0191e-06,5.6369e-07,5.1371e-07,4.6648e-07,2.6655e-07,2.0594e-06,6.1469e-07,5.0929e-07,1.1368e-07,1.6128e-06,8.0522e-07,1.5625e-06,1.4153e-06,2.0079e-06,1.3126e-06,2.0629e-06,2.2315e-07,1.7348e-06,3.4566e-07,1.4336e-06,4.2222e-06,9.0665e-07,1.5928e-06,2.1937e-06,2.7295e-06,1.7701e-06,8.1948e-07,2.8275e-07,3.0218e-07,1.0965e-06,2.1886e-06,2.1322e-06,4.2312e-07,2.527e-07,2.3093e-06,7.5044e-07,7.243e-07,4.9917e-07,7.7741e-07,2.3028e-06,1.1021e-06,6.1143e-07,7.1129e-07,5.4444e-07,4.744e-07,1.2367e-06,1.0827e-06,4.1057e-07,2.8751e-07,5.7502e-07,1.3121e-06,6.0427e-07,3.9537e-07,5.2964e-07,2.655e-07,1.6509e-06,2.9306e-07,1.1068e-06,1.4923e-06,3.1504e-07,2.362e-07,2.9252e-07,2.8763e-06,6.1123e-07,0.30357,1.0808e-06,1.0704e-06
5,0.0015751,8.079e-05,0.00014301,0.00032592,-9.863,0.00019489,0.00086264,4.7875e-05,6.5314e-06,0.0022303,3.7297e-05,0.00030917,0.00035925,0.00078619,0.00011314,0.00021879,0.00019368,0.00029175,5.1006e-05,0.00038965,0.00012776,0.00012379,5.8203e-05,6.5436e-05,0.00073007,0.00013089,8.8087e-05,4.2487e-05,0.00030794,0.00028977,0.00042801,0.00037772,0.00061327,0.00032935,0.00063593,1.7017e-05,0.00052299,0.00011142,0.00036021,49.24,0.00026757,0.00047709,0.00079956,0.0015622,0.00043541,0.00019247,6.998e-05,0.0001095,0.00028672,0.001755,0.00067093,0.00015318,7.554e-05,0.0025726,0.00017929,0.00018444,6.0653e-05,0.00030154,0.0023779,0.00025996,0.00034299,0.00029601,0.00017969,0.00012134,0.00051078,0.00054246,8.0948e-05,7.9377e-05,0.00015525,0.00033778,0.00020142,8.7545e-05,8.7002e-05,7.5167e-05,0.00040722,6.3049e-05,0.00027516,0.00039332,6.8035e-05,3.435e-05,0.00010678,0.0074531,9.9371e-05,-0.091819,0.00031589,0.00028019
6,4.7058e-06,1.0266e-06,1.0082e-06,1.3881e-06,4.5396e-06,-7.385,5.6579e-06,8.0256e-07,1.0917e-06,6.1109e-06,7.5177e-07,2.3068e-06,2.8052e-06,3.6849e-06,8.451e-07,1.6459e-06,1.6624e-06,2.5222e-06,6.6563e-07,1.6377e-06,1.1113e-06,9.2643e-07,9.8038e-07,9.6448e-07,4.4883e-06,8.6181e-07,1.0208e-06,8.8986e-07,2.3206e-06,1.7552e-06,3.6154e-06,2.9276e-06,3.3344e-06,2.3216e-06,4.0669e-06,6.4492e-07,3.0947e-06,1.2102e-06,2.585e-06,7.2409e-06,1.9842e-06,3.0367e-06,3.859e-06,5.506e-06,2.6969e-06,1.7662e-06,9.4448e-07,1.0245e-06,1.8861e-06,4.3945e-06,5.7057e-06,1.2171e-06,7.413e-07,4.4277e-06,1.9026e-06,1.9221e-06,1.1936e-06,1.6151e-06,4.7506e-06,2.3532e-06,1.01e-06,1.3109e-06,1.4799e-06,1.0408e-06,2.5673e-06,2.6386e-06,9.9621e-07,1.0584e-06,1.3909e-06,3.315e-06,1.4375e-06,6.9111e-07,9.7854e-07,6.8778e-07,3.5938e-06,8.6458e-07,1.7467e-06,1.8613e-06,1.0438e-06,1.035e-06,9.5347e-07,4.4703e-06,1.2887e-06,0.34813,2.1572e-06,2.0548e-06
7,0.0020695,7.8788e-05,0.00020708,0.00028114,0.00096814,0.00051481,-22.004,0.00012544,0.00022774,17.276,-9.4469e-05,0.00060865,0.00052269,0.00091587,0.00017536,0.00031607,0.00043574,0.00062429,-1.0084e-05,0.00041774,0.00024559,0.00013013,0.00014958,0.00015328,0.0016779,0.00022885,0.00012542,0.0001224,0.0007533,0.00051062,0.00064216,0.0013962,0.00065213,0.00070239,0.0023232,5.6486e-05,0.0012878,9.9733e-05,0.00080407,11.218,0.00031273,0.0014287,45.948,0.0055525,0.00063675,0.00028195,2.4362e-05,0.00010792,0.00037398,0.002326,53.052,8.854e-05,3.7222e-05,0.0048266,0.00024233,0.0002386,0.00021071,0.00044021,0.0010527,0.00062796,0.00030634,4.9348e-05,0.00028776,5.2558e-05,0.00044257,0.00054906,0.00013371,0.00023949,0.00024137,0.0011352,0.0004478,0.0001541,0.00014576,3.1066e-05,0.0020584,0.00011442,0.00046507,0.00043704,1.0447e-05,0.0001118,0.00010265,0.0029085,8.9404e-05,0.90864,0.00044952,0.00040771
8,3.0114e-06,3.4068e-06,1.2298e-06,6.8678e-07,9.0113e-07,4.1754e-06,5.8566e-06,-8.1786,3.6156e-06,6.2846e-06,3.965e-06,3.8096e-06,2.4004e-06,2.7808e-06,1.1423e-06,3.3528e-06,4.6301e-06,3.3784e-06,3.9724e-06,-2.2883e-07,3.1074e-06,3.4781e-06,1.9762e-06,3.125e-06,5.9879e-06,2.0553e-06,2.0899e-06,6.0662e-06,9.0496e-07,1.5458e-06,4.5598e-06,6.2525e-07,4.4301e-06,2.0265e-06,3.8367e-06,3.8438e-06,2.9925e-06,2.4839e-06,1.5525e-06,4.6254e-08,3.1867e-06,2.313e-06,1.6427e-06,1.5891e-06,2.7972e-07,2.3422e-06,2.5834e-06,3.486e-06,2.4644e-06,3.3293e-06,4.5635e-06,1.7261e-06,2.6293e-06,-3.0323e-06,4.4534e-06,4.4884e-06,3.1603e-06,3.6793e-06,2.0464e-06,3.5159e-06,3.201e-07,3.4631e-06,3.2643e-06,2.3535e-06,1.389e-06,9.383e-07,2.6445e-06,6.0038e-06,1.5286e-06,7.7583e-06,1.3855e-06,2.9129e-06,2.6309e-06,2.6211e-06,-2.0291e-06,2.29e-06,-5.7199e-08,1.0564e-06,2.6376e-06,3.4532e-06,2.5047e-06,7.0488e-07,4.0264e-06,4.3911e-05,2.9841e-06,3.35e-06
9,0.0017792,0.0011962,0.0010209,0.00082967,0.0015738,0.0022364,0.0037862,0.0014287,-4.8938e+05,0.0016621,0.0013019,0.0023152,0.00022878,0.0019176,0.0011581,0.0018333,0.0011874,0.0019645,0.0018556,0.0016747,0.0026583,0.0017735,0.0012681,0.0015108,0.0026414,0.00072975,0.0013482,0.0011247,0.00014825,0.00043302,0.0018684,0.001666,0.00080829,0.0013864,0.0013379,0.0016864,0.0010712,0.0011672,0.0010978,0.0018,0.00089741,0.0010415,0.0014564,0.00083616,0.00087578,0.0015422,0.0013259,0.001827,0.0004537,0.0010871,0.0041822,0.0013902,0.0017011,0.0010935,0.0018668,0.0017119,0.0029447,0.00055747,0.0023708,0.0031962,0.0010833,0.0012851,0.0016691,0.0012808,0.0010928,0.0011412,0.0015212,0.0014026,0.0013975,0.0027064,0.0023682,0.00093116,0.0016138,0.0015091,0.0016481,0.0013295,0.00032569,0.0014959,0.0014243,0.001947,0.0012449,0.00076122,0.0017399,0.011283,0.0014316,0.0015028
10,0.042882,0.0012654,0.0041218,0.0086115,0.052376,0.010768,114.22,0.00051827,0.0029562,-21.159,-0.0081494,0.015607,0.035551,0.025702,-0.0061069,0.014423,0.01032,0.01612,-0.00033169,0.01552,0.0024604,0.0066101,0.0034477,0.00083903,0.030464,0.0060273,-0.00016616,0.0065391,0.034475,0.015392,0.01942,0.0067918,0.020394,0.013327,0.17035,-0.0039266,0.039035,-0.0037149,0.013342,0.96703,0.0029976,0.14976,0.073945,0.24685,0.023159,0.0058964,-0.008442,0.0040368,0.0082874,0.051094,0.015865,-0.0045084,0.00076424,18.23,0.0090827,0.0090054,-0.00075121,0.025379,0.12891,0.0027353,0.015176,-0.0029163,0.0031757,-0.0076799,0.016029,0.04519,0.0066612,0.0023004,-0.011217,0.0039638,0.0065791,0.0032757,-0.00040638,-0.0020498,0.025485,0.001165,0.0066194,0.03496,-0.00087206,-0.0007529,0.0027177,61.047,0.0041004,0.31149,0.0056232,0.0096721
