0.012306,-0.066454,-0.0039032,-0.016696,0.0046842,0.017196,-0.0094462,0.0031714,-0.016997,-0.0095483,-0.011588,-0.0031271,0.00056625,-0.023023,0.0020481,-0.027434,0.0098917,0.00046687,0.014766,0.0094354,-0.012249,0.015253,-0.015729,0.0056232
-0.031146,0.029746,0.01399,-0.026468,0.024807,0.02516,0.012346,-0.0046097,-0.003537,-0.027979,-0.023267,0.0090874,0.013498,-0.044665,-0.012496,0.0038368,0.046719,0.010227,0.046318,0.022977,0.013754,-0.012662,-0.010552,0.0064689
-0.089885,-0.041144,0.013312,-0.032758,0.008211,0.0038491,0.044724,-0.0020422,-0.017298,-0.0062952,-0.019208,-0.013124,-0.024358,-0.040917,0.00090653,-0.043869,0.025955,0.0036981,0.027177,0.02844,-0.012535,-0.013168,-0.0068238,0.018344
-0.0023204,-0.079949,-0.18584,-0.020161,0.033067,-0.060533,0.10631,0.010604,-0.048103,-0.056027,-0.029719,-0.015357,-0.0041263,-0.0079457,-0.028248,0.042422,0.186,0.050613,0.070817,0.060078,0.010969,-0.012725,-0.033995,-0.018437
0.0010011,-0.03158,-0.096567,-0.010866,-0.013838,0.0015444,0.020554,-0.0051784,-0.010054,-0.0092954,-0.026579,-0.023579,-0.012629,0.0029796,-0.0070092,-0.028815,0.033285,0.02115,0.014972,0.030714,-0.0042287,-0.0065416,-0.013934,0.0018857
-0.0035535,-0.12137,-0.058082,0.0058696,0.003034,-0.018297,0.012823,-0.024506,0.01572,-0.035746,-0.038317,-0.012994,0.031453,0.0094028,-0.035199,0.10507,0.1901,0.059902,0.035117,0.014884,-0.025481,0.024781,-0.027686,0.0041755
0.042612,-0.02799,0.00056277,0.00060304,-0.0058805,-0.0026988,-0.017315,-0.015209,0.0053527,-0.0021871,0.0018043,-0.012046,-0.0024092,0.014677,-0.00084991,0.0048872,0.031484,0.0076146,0.018465,0.010601,0.00028655,0.0003713,-0.010679,0.0060717
-0.04949,-0.046891,-0.034741,0.0028129,0.0027761,-0.0088139,0.016038,0.012793,-0.046053,0.0007732,-0.022116,-0.020552,-0.0078552,0.021259,-0.010665,0.078633,0.078365,0.014102,0.018862,0.018813,-0.035075,-0.012957,-0.042599,-0.0049921
-0.13104,-0.039885,0.0057987,-0.0045138,0.057615,-0.043746,0.081297,-0.04804,0.0030701,-0.0066189,-0.043308,0.0011173,0.026577,0.0045141,-0.018747,0.065576,0.13044,0.092012,0.062536,0.046811,-0.0074123,-0.014507,0.01595,0.024353
0.005987,-0.055391,-0.005527,-0.02738,-0.035415,0.016022,-0.036381,-0.0010773,0.014764,0.0077011,0.0017237,-0.031169,-0.00986,-0.0055898,-0.0080958,0.10622,0.10886,0.01919,-0.0058022,0.012821,-0.0064489,-0.0042933,-0.030734,-0.0017144
-0.089922,-0.10538,-0.052534,-0.031436,-0.0054397,-0.039587,0.054566,0.014713,-0.0067373,-0.020799,-0.03891,-0.024018,-0.032603,-0.0011355,0.0024574,0.025271,0.099147,0.033638,0.015711,0.021442,-0.018799,-0.025044,-0.027784,-0.0026463
-0.035003,-0.023312,0.031322,-0.054508,-0.023337,0.0026228,-0.025393,-0.051103,-0.0022039,0.03334,-0.0071757,-0.0016465,0.036402,-0.007834,0.0047666,0.027457,0.08208,0.039515,0.017796,0.033821,-0.0084502,-0.020669,-0.015497,-0.0028145
0.0048597,0.0030075,-0.1392,-0.086148,-0.070017,-0.07757,0.08241,-0.010894,-0.043191,-0.034741,-0.03178,-0.03501,-0.018513,-0.005183,-0.018857,0.11788,0.17146,0.054059,0.064872,0.046409,0.0025331,-0.019672,-0.031092,-0.0093707
-0.021422,-0.024341,0.0035712,0.022415,0.043103,0.011901,0.0066202,0.0020079,-0.011971,-0.0022797,0.009641,0.00086366,0.00050114,-0.0099799,-0.012406,-0.057766,0.0095318,0.0058743,0.013384,0.030796,-0.022642,-0.008038,-0.016478,0.015468
-0.032833,-0.048327,-0.063679,-0.01002,-0.0050627,-0.0040122,0.054948,0.043028,-0.0121,-0.013675,-0.037426,-0.023386,-0.0095469,0.045056,-0.0074594,0.084287,0.11084,-0.020688,-0.01748,0.015241,0.0062485,-0.023067,-0.013548,0.0008286
-0.0062429,-0.024118,0.0029165,-0.014013,-0.022215,-0.017805,-0.022997,-0.051287,0.017636,-0.0020044,-0.04956,-0.031727,-0.036142,0.014978,-0.022508,-0.02226,0.048807,0.014531,0.0044794,0.018557,-0.0041094,-0.019349,-0.042863,-0.012414
-0.028024,-0.062592,-0.030815,0.01224,0.0081879,0.0099195,0.0039442,-0.025788,-0.0068821,-0.026278,-0.013556,-0.017498,-0.0035093,0.0034551,0.005996,-0.051103,0.027525,0.045763,0.029524,0.042018,-0.046314,-0.0026838,-0.026168,-0.017624
-0.049623,-0.073058,0.0091522,0.014085,-0.0098688,-0.0044307,-0.017245,0.017326,0.011759,-0.0011928,-0.00082786,-0.019727,0.018184,0.017397,-0.011584,-0.0024052,0.040235,0.0088549,0.018036,-0.017066,0.014431,0.040046,-0.0031798,0.0074807
-0.07759,-0.10851,-0.038197,-0.019683,-0.041588,-0.038773,0.063839,-0.011459,-0.020541,-0.010687,0.013544,-0.016905,-0.065207,-0.023409,-0.0064848,-0.063479,0.045792,0.080647,0.046045,0.020646,0.025557,-0.011066,-0.042308,-0.014507
-0.028227,-0.04483,-0.0094104,-0.01634,0.048886,0.0012773,0.013953,0.030429,-0.021591,-0.003004,-0.021264,-0.033339,0.0058115,0.00049392,-0.0058921,-0.035704,0.041713,0.020898,0.00034424,0.044218,-0.011888,0.0078723,-0.036967,0.0014839
-0.077934,-0.08431,0.012651,-0.022321,-0.021344,-0.0029461,0.0115,0.029184,0.00026933,0.011497,-0.019401,-0.036835,-0.02102,-0.024092,0.0082612,-0.020756,0.027381,0.027453,0.023034,0.015852,-0.026054,0.014013,-0.026528,-0.015995
