0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,-0.83322,0.00031122,0.033117,0.001189,-0.099649,-0.039819,-0.0015457,-0.043294,0.0080643,-0.02137,0.093171,0.010527,-0.04566,0.0081536,0.00045509,-0.0043485,0.015524,0.050455,0.58962,-0.32039,-0.03107,-0.18516,-0.060941,-0.17865,-0.070953,-0.013389,0.15363,0.033554,-0.031037,-0.016831,0.0078359,-0.1231,0.00053446,0.29607,0.012069,-0.016464,-0.02212,-0.00025167,0.0019578,-0.22301,0.013719,0.035257,-0.013922,-0.0020519,0.013516,-0.67849,0.028318,0.00044396,0.076869,0.003299,-0.002079,0.041149,0.0068785,0.012143,0.11941,-8.7136e-05,0.013279,0.021411,0.15493,0.21172,0.097528,0.20162,0.0029146,-0.26681,0.065747,0.04493,-0.0325,0.03351,-0.031876,-0.02748,-0.0059875,0.093737,0.49724,0.035352,-0.032045,0.013954,-0.014852,0.034583,0.00059562,0.019886,0.00064663,-0.068596,0.14741,-0.046008,-0.00041248,0.0075046,0.0005906,-0.053192,-0.0036914,-0.025779,0.28468,-0.004451,0.0024255,0.00036904,0.17051,0.0022673,0.035899,-0.090478,-0.0068223,-0.059701
2,0.00038842,-0.024056,-0.0068288,-0.0045148,0.0017933,-0.0023558,0.0016269,0.0033568,-0.0041479,-0.0056628,-0.0015674,0.012422,-0.016932,-0.00077985,0.0038497,-0.0072469,0.00037087,0.00036243,0.0085175,-6.8037e-05,-0.00056744,0.00027608,-0.011169,0.0044047,0.0010237,0.0014578,0.00093388,0.00080214,-0.00046849,-0.0025973,-0.0093022,0.013663,0.0012244,-0.0016908,-0.0006928,-0.00054186,-0.021711,-0.024558,0.012908,0.0024253,-0.00053227,-0.0015795,0.002503,0.018653,0.012106,-0.0087251,0.0011948,0.00012008,-0.0047877,-0.0045429,0.00077623,-0.019315,-0.0031409,-0.010712,0.022897,-0.0036538,0.00068524,0.0023858,-9.8904e-05,0.0021256,0.0067647,0.00053951,0.011538,0.00095674,-2.2184e-05,-0.00060473,0.0041422,0.0012082,-0.0017943,-0.00051551,0.0033668,0.0032851,-8.612e-05,-0.0025209,0.00059357,-0.0038529,0.00050496,-0.00071662,0.0010649,0.0022967,-0.00025229,0.013617,0.0059478,0.040315,-0.0032458,0.00016043,0.0023922,0.001389,0.013756,-0.0012704,-0.0013526,-0.002031,-0.017568,0.00064662,0.0045523,-0.00086333,2.7196e-05,-0.0025517,0.0010516,-0.0047039
3,0.0056557,0.12607,-0.25745,-0.030249,-0.0051197,-0.016327,0.016828,-0.0015784,0.0096371,-0.02086,0.053051,0.0089493,0.033909,0.011505,-0.0049294,-0.0057408,0.010495,0.009134,-0.0026878,0.026235,0.019468,-0.012488,-0.015321,0.030202,-0.0049794,-0.0087047,0.013992,0.00014958,0.0051253,0.035126,0.029097,-0.032523,0.0050268,0.0029945,-0.001441,0.030631,-0.01046,0.0062357,0.012284,-0.0011262,0.0096629,-0.010026,-0.0021028,-0.024136,0.043403,0.0077334,-0.018723,-0.0091223,0.0026383,0.0041538,0.025683,0.0061569,0.0071206,-0.014788,-0.059197,0.0085289,0.023679,0.0052439,0.014504,0.031654,0.020999,-0.00025526,-0.012784,-0.00077954,0.015003,0.020099,-0.044038,-0.0015915,-0.019907,-0.0010514,-0.0085371,1.6065e-05,0.020539,0.016338,0.0038893,-0.0085221,0.010866,0.011972,-0.0064875,0.0048055,-0.0097392,0.0097221,-0.011796,-0.044322,-0.00034806,0.011177,-0.0046241,0.020912,-0.0034407,-0.00091997,-0.017842,0.010974,0.0083939,-0.0066516,-0.001575,-0.0024095,0.00029231,0.016614,-0.0136,-0.0064034
4,0.00015188,-0.026304,0.0051683,-0.2225,0.023171,0.00057316,0.021919,0.040727,-0.0038011,0.011034,-0.0037918,-0.00046583,0.0042134,-0.0025251,-0.016317,-0.0047679,-0.0012985,-0.0017859,-0.014725,-0.002749,0.063731,-0.00055021,-0.0023448,0.16067,-0.0085936,0.039125,0.0059016,0.01271,-0.0054792,0.010837,0.0099756,0.006688,0.0010113,-0.011226,0.006998,-0.0086903,-0.0066242,-0.0023655,-0.022818,0.0028996,0.0011229,-0.0032124,0.0038633,0.0087747,0.12719,-0.096675,-0.016603,5.7337e-05,-0.0041906,-0.0065542,-0.015197,-0.0026204,-0.0073214,0.0095203,0.011951,0.0046546,-0.070639,0.013551,-0.001917,0.033391,-0.019607,0.019371,0.023027,-0.024487,-0.0044609,-3.0184e-05,-0.0061883,-0.009408,0.00093054,0.0030651,0.015283,-0.016299,-0.0052646,0.012424,-0.0019858,0.0064529,0.023114,-0.014173,0.0062806,-0.010262,-0.013325,0.044361,-0.022189,0.073295,0.0004715,0.00046794,0.016815,0.011822,0.0015834,-0.0072676,0.021923,-0.0043175,-0.0041105,-0.022171,-0.038944,-0.011742,-0.054352,0.0014535,0.011856,0.0046205
5,0.0015575,0.0050404,-0.016006,0.015112,-0.023855,0.020441,-0.00053085,0.02082,-0.010165,8.6259e-05,-0.013667,-2.5135e-05,0.0021989,-0.008008,0.0023707,-0.0081432,0.0027306,-0.0020061,0.014346,-0.0038548,-0.0038715,0.0025196,0.012236,-0.013224,0.0019238,-0.019415,0.031688,8.0677e-05,-0.0010469,-0.0041457,-0.0054708,0.03206,-0.0035643,0.0060012,-0.0067552,0.0064566,-0.011815,0.00027237,0.0040026,-0.0024957,-0.0042046,-0.00045386,0.0027852,-0.0042293,0.0045569,-0.04652,-0.00084125,0.0011646,-0.0040851,-0.0069923,4.7869e-05,-0.015194,0.0042515,0.0024291,-0.0085718,0.0030715,0.0046434,-0.0073302,0.0074182,-0.0065441,-0.00035107,-0.0020552,0.0093717,0.012343,0.0033646,-0.0029882,0.013258,-0.00565,0.039695,-0.0026516,-0.011223,0.0055742,-0.016073,-0.013924,0.0050037,-0.017241,0.0008698,-0.011931,0.0021335,-0.0086831,0.0013066,0.015254,-0.0029051,0.019879,0.011113,-0.0036113,-0.0025022,-0.00083046,0.010736,0.0039404,0.010327,-0.0042549,-0.0068421,0.00030817,0.0077938,0.0029295,-0.0021185,-0.00043799,0.0030359,0.0046823
6,0.00037993,0.0055446,-0.0065339,-0.0070526,0.0044341,-0.027505,-5.272e-05,-0.0068973,-0.00043372,0.00075742,0.0072069,0.005336,0.0011493,0.014,-0.00070107,-0.010017,0.00035165,-0.0041497,0.0011246,0.0012208,0.0029038,0.00047943,-0.0026795,-0.00066816,0.0040788,-0.0035744,-0.0022532,0.0017809,0.00054745,0.0022793,0.0085236,-0.0060137,0.0012799,-0.0028286,0.0016533,-0.0053272,-0.0010057,0.0078341,0.0035133,0.0002029,-0.0020235,0.00016741,-0.00015703,0.0039707,-0.0040637,0.0056097,-0.0019599,-0.0001269,0.00051176,-0.0046922,-0.002096,0.00081437,-0.0023997,-0.0013018,-0.010406,-0.0015803,0.001943,-0.0030435,-0.0014601,0.00032264,0.0033932,-0.0028949,0.002697,0.0045084,0.0044203,0.00018849,-0.0015693,0.0031142,0.0034863,0.00020694,-7.7495e-05,-0.00050877,-0.004005,-1.5593e-05,0.0014751,0.00040965,0.010104,0.0005145,-0.0055115,-0.0087417,-0.0027079,0.0071409,0.0042934,0.0041377,-0.00072574,-0.00099828,0.0010382,0.0017755,-0.0010485,-0.00048113,0.003586,2.0606e-05,0.0055956,0.00056172,-0.0011737,-0.0013168,0.01819,-0.00011045,-0.0048302,-0.0044742
7,-0.00021279,0.00040037,-0.00013728,0.00023151,-0.00033483,0.0021021,-0.28822,-0.00049999,-9.0828e-06,-2.5418e-05,9.2219e-05,0.00079593,0.00017456,0.00048417,0.00057162,-0.00067592,-7.5523e-06,-0.00013765,-0.0005651,0.00050732,0.00018434,-0.00030664,5.9904e-05,-0.00014401,-0.00054708,-0.00031015,0.0010188,0.00020646,-0.00038821,0.00082508,0.00087321,-0.0012477,4.4069e-05,-0.00043883,-8.9252e-05,0.00017538,-0.00091412,-0.0003707,-0.0023185,0.00060689,6.3673e-05,0.00016435,-0.00079461,0.00011258,0.00041526,0.0015755,-0.00032819,-0.0001403,0.0005598,-0.00011754,-0.00027044,0.00022851,-0.00028865,-0.00028631,-0.00059582,0.0036407,-0.00025196,0.00041257,0.00010462,-0.00025291,-0.00087595,0.00018534,-0.00057044,0.0011352,0.00057957,-5.6954e-05,-0.0011363,-3.4537e-05,-9.6869e-05,-0.00049628,-2.7001e-05,0.0013138,7.5463e-05,-0.00021429,-0.00011389,0.00085863,-0.00016788,0.00029088,0.00063493,-0.00038769,-0.00023048,0.00048987,0.00020365,0.0025246,1.0589e-05,0.00020621,4.5903e-05,-0.00010084,-3.9929e-05,-0.00049755,-0.00052864,-0.00014848,0.0001222,2.8411e-05,0.00089784,-0.00033297,0.2805,0.00043723,0.00057635,-0.00043001
8,-0.00058343,0.00011661,0.00051863,0.0028261,-1.8078e-05,-0.0013187,0.0024652,-0.064748,0.00020527,0.00057445,-0.0030261,0.0034409,0.00032241,0.0037558,0.0011683,0.00053923,0.00053104,0.0024773,-0.00054399,0.0044471,0.003355,-5.6501e-06,-0.00326,0.031543,0.00094345,0.00070757,0.0099922,0.0022014,0.0018446,-0.00014722,-0.0059738,0.00075808,0.0014042,0.013268,0.0036966,0.0003242,0.0067585,0.0014994,-0.00089158,0.0038646,0.00084569,0.00037088,0.0015259,0.00016504,-0.0074882,0.00025549,0.00020616,-0.0015072,-0.0025766,-0.0003561,-0.0022841,-0.001367,0.00083133,-0.0031987,-0.0023108,-0.0041605,0.0025958,0.0018805,0.0012084,0.010293,0.0016001,-9.6375e-05,0.0030271,0.0020402,-0.0033071,-0.00047661,-0.0017108,-0.00024977,0.0013042,0.00053949,-0.0062257,0.00028775,-0.00065565,0.0013775,-0.0017938,0.0041109,-0.0035462,-7.5989e-05,0.0053282,0.00038113,-0.0025133,-0.0025153,0.00057271,0.013051,-0.0003858,-0.0024906,0.012854,0.0022043,0.00061915,-0.0014097,-0.0023312,-0.0027402,-0.00020123,0.0015072,0.0030301,-0.0013993,0.0017268,-0.0077912,-0.0011148,-0.0016429
9,-0.0072197,0.047035,0.030933,-0.011675,-0.033956,0.037862,0.0011839,-0.039321,-0.25768,0.010507,-0.03838,0.0085945,0.01655,0.013354,-0.025814,-0.0033029,0.0070749,-0.0036522,-0.036053,0.0055088,-0.011755,-0.0016355,0.0062766,0.011282,-0.012649,-0.012419,0.013529,0.012795,0.0018878,0.0011917,0.043607,0.034416,-0.0082051,0.0039186,0.0056951,0.016681,0.0084181,-0.020509,-0.039273,0.023964,0.0048955,0.0066829,0.0051681,0.00088991,0.017108,0.0073461,0.0078834,-0.0036537,0.008752,-0.0031148,0.0059133,-0.012317,-0.001333,-0.00073009,-0.030482,0.0088434,0.016781,-0.0020177,-0.0025898,-0.0048201,-0.0055456,-0.026993,-0.010641,0.028889,0.014758,0.013595,-0.037086,-0.013103,-0.00084538,0.005852,0.01082,0.0059141,0.0090622,-0.0051706,0.015285,0.032074,0.05522,0.0072544,-0.0087903,-0.00061651,0.0068242,0.059663,-0.017198,0.057103,0.0044173,0.019348,-0.0059566,0.012957,-0.0095673,0.0057318,-0.01152,-0.001652,0.015064,0.006052,-0.0030829,0.013285,-0.011693,-0.013206,0.0056434,-0.032619
10,-0.0037333,-0.021896,-0.009372,0.0051857,-0.013323,0.0011093,0.00060335,-0.0063483,0.0069904,-0.2257,0.0057773,0.0050775,0.0017485,0.0134,0.00067365,0.0017941,0.00042339,-0.0010135,0.10583,-7.0692e-05,0.0056485,-0.0010762,0.0013871,0.082457,0.0084071,-0.0020859,0.0284,-0.001319,0.010244,0.0051048,-0.017764,-0.0015865,-1.9407e-05,-0.056493,-0.0042787,0.0034752,-0.0089138,-0.0066267,-0.040981,0.003466,0.0058629,-0.0037572,-0.0026365,-0.005309,0.0022414,-0.0063405,0.0024229,0.00039878,0.0066584,-0.0021355,-0.0030894,0.00020066,0.0037513,-0.01076,-0.061682,-0.0075465,-0.026507,0.0017084,0.0070792,-0.021544,-2.4502e-05,0.00068978,-0.0020501,0.0081483,-0.0069426,0.0030166,-0.00018308,-0.0037781,0.010967,0.014019,0.0001805,0.022666,-0.0028753,0.02975,0.008595,0.0061433,0.0031188,-0.0025004,0.023528,-0.0026746,0.0014077,-0.0029,0.013374,0.0045767,0.0011625,0.009914,0.026483,-0.0030974,-0.0033882,0.0081365,0.0036712,0.017553,0.00043607,0.002974,-0.0063944,0.0024883,-0.0073296,0.022286,0.0036658,0.07911
