0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,-0.30703,9.1672e-05,-0.0049403,0.0012297,-0.099836,-0.039885,-0.0012673,-0.043486,0.0073839,-0.021124,0.09307,0.0064292,-0.045592,0.0082249,0.00071153,-0.0043857,0.013392,0.050149,0.58936,-0.32058,-0.00015948,-0.18539,-0.031103,-0.17884,-0.071001,-0.013601,0.15329,0.033625,-0.027489,-0.016612,0.0077917,-0.12329,-0.0089802,0.29581,0.012091,-0.034584,-0.022279,-0.00027551,0.0017333,-0.22319,0.013611,0.035008,-0.01417,-0.0019472,0.013557,-0.67868,0.028071,-2.3767e-05,0.066655,2.2224e-05,0.019229,-0.016228,0.0067841,0.011871,0.11915,-2.4903e-05,0.013039,0.021614,0.0064497,0.21146,0.097271,0.20136,0.0026877,-0.26699,0.064876,0.044976,-0.032694,-0.014577,-0.031763,-0.028248,-0.0058995,0.093479,0.056345,0.035256,-0.032153,0.014111,-0.014767,0.034489,0.00054134,0.020595,0.0010534,-0.068724,0.051498,-0.0462,-0.00039546,0.007656,0.00037041,-0.026569,-0.003792,-0.026873,0.063596,-0.0046149,0.0021278,0.00014965,0.17025,0.0023563,0.036071,-0.090426,-0.0046984,-0.059025
2,0.00039514,-0.023967,-0.0068255,-0.0045065,0.001815,-0.0023361,0.0016077,0.0033776,-0.0041434,-0.0056519,-0.0015474,0.012422,-0.016921,-0.00077338,0.0038421,-0.0072439,0.00037621,0.00036653,0.0085368,-4.4678e-05,-0.00059244,0.0002991,-0.011155,0.0044252,0.0010405,0.0014591,0.00095629,0.00081905,-0.00046793,-0.0026064,-0.0093036,0.013682,0.0012377,-0.001666,-0.00065825,-0.00053795,-0.021688,-0.024532,0.012926,0.0024467,-0.00053638,-0.0015548,0.0025242,0.018659,0.012095,-0.0086977,0.001217,0.0001473,-0.0047786,-0.0045236,0.00075268,-0.019323,-0.0031291,-0.010705,0.022914,-0.0036636,0.00070787,0.0023819,-7.9668e-05,0.0021471,0.0067844,0.00056228,0.011557,0.00097912,-1.0912e-05,-0.00062678,0.0041627,0.0012193,-0.0017728,-0.00051321,0.0033609,0.003306,-8.3109e-05,-0.0025257,0.00059632,-0.0038489,0.00050177,-0.00071056,0.0010637,0.0022963,-0.00025722,0.013626,0.0059504,0.040331,-0.0032479,0.00016131,0.0024136,0.0013921,0.01377,-0.0012545,-0.0013502,-0.0020277,-0.017564,0.00066929,0.0045727,-0.00085746,4.2688e-05,-0.0025512,0.0010606,-0.0047008
3,-0.02124,0.12588,-0.17621,-0.018082,-0.0052491,-0.016628,0.016801,-0.001716,0.0096724,-0.02087,0.052651,0.0089388,0.034077,0.0074121,-0.0049971,-0.0058379,0.014791,0.0089795,-0.0028216,0.026057,0.019477,-0.012616,-0.017092,0.030023,-0.013832,0.0032302,0.013813,-0.0071602,-0.0034086,0.014027,0.029115,-0.032644,0.0051016,0.0028324,-0.0014122,0.0027534,-0.010517,0.0058867,0.012108,-0.0012666,0.026025,-0.010151,-0.002242,-0.024124,0.043266,0.0075638,-0.018846,-0.022533,0.0025769,0.004166,0.021225,0.0061813,0.010105,-0.013074,-0.059316,0.035623,0.023501,0.0051993,0.014572,0.031475,0.020822,-0.00040025,-0.012909,-0.0009203,0.015016,-0.0085612,-0.044159,-0.00314,-0.022813,-0.00058374,0.0028352,-0.00013052,0.034964,0.016369,0.0038836,-0.0087453,0.010767,0.011947,-0.0055976,0.0049186,-0.0097808,0.0073072,-0.011681,-0.044443,-0.00050296,0.016244,-0.0047538,0.0063111,-0.01927,-0.0011104,-0.016931,0.010986,0.0082249,-0.006779,-0.0017125,-0.0078245,-0.0016055,0.01659,-0.014558,-0.0063812
4,0.0028087,-0.026156,0.0054551,-0.22238,0.023279,0.0005605,0.0069758,0.040833,-0.00404,0.011112,-0.0036112,-0.00024574,0.0043126,-0.00024326,-0.016467,-0.004553,0.017201,-0.0019453,-0.014581,-0.002617,0.17371,-0.00044463,-0.0053032,0.16077,-0.0086195,0.039185,0.0059976,0.012686,-0.0064112,0.0060197,0.0099188,0.0068033,0.0011497,-0.011084,0.0072492,-0.0089802,-0.0063181,-0.0017687,-0.022671,0.0030199,0.00090539,-0.0030796,0.0039616,0.0068694,0.0185,-0.096521,-0.016458,-0.0067137,-0.004731,-0.0061257,-0.01538,-0.0026139,-0.0076854,0.0095007,0.012063,0.0048975,-0.070486,0.013315,-0.0014576,0.033497,-0.019461,0.019481,0.023136,-0.02434,0.021561,-0.00029016,-0.0060507,-0.0095421,0.00084194,0.0032054,0.015078,-0.016154,-0.0054443,0.012406,-0.0018056,0.0065964,0.022852,-0.014765,0.00055297,0.012004,-0.013323,0.018337,-0.022474,0.073398,0.00032696,0.00078084,0.016925,0.011513,0.0014611,-0.0070036,0.022085,-0.0043139,-0.0038039,-0.022024,-0.038795,-0.01129,-0.054382,0.0016703,0.011927,0.0042519
5,0.0015329,0.0051635,-0.016042,0.015071,-0.02382,0.020501,-0.0005762,0.020938,-0.01018,5.5782e-05,-0.01359,-2.5498e-06,0.0021581,-0.0080376,0.0023436,-0.0081503,0.0027082,-0.0020248,0.014465,-0.0037168,-0.0039442,0.0026433,0.012226,-0.01308,0.001991,-0.019441,0.031802,0.00013961,-0.0010453,-0.0041969,-0.0055121,0.032176,-0.0035552,0.0061235,-0.0067568,0.0064162,-0.011782,0.00033297,0.0041266,-0.0023597,-0.0042461,-0.00032211,0.0029085,-0.0041807,0.0045103,-0.046371,-0.00070862,0.0012012,-0.004093,-0.006984,-7.5486e-06,-0.015225,0.0042425,0.0024001,-0.0084297,0.0030143,0.0047668,-0.0073554,0.0075096,-0.0064034,-0.00021955,-0.00192,0.0094923,0.012462,0.0033876,-0.0030408,0.013377,-0.0056169,0.03974,-0.0026803,-0.011241,0.0056968,-0.016113,-0.013963,0.0050037,-0.017264,0.00083581,-0.011933,0.0020993,-0.0086988,0.0012666,0.015293,-0.0029146,0.019997,0.011072,-0.0036347,-0.0023662,-0.00082472,0.010747,0.0039498,0.010332,-0.0042675,-0.0068564,0.00043815,0.0079151,0.0029039,-0.0020757,-0.000467,0.0030577,0.0046376
6,0.0003693,0.0075594,-0.0065566,-0.0071061,0.0065656,-0.027702,-0.00015376,0.0033583,-0.0004261,0.00072066,0.036294,0.0054327,0.001066,0.013916,-0.00075309,-0.010088,0.00032207,-0.0041608,0.004176,0.0041746,0.002745,0.0038195,-0.0027503,0.003153,0.039813,-0.0035927,0.003355,0.014183,0.00064937,0.0022318,0.0084694,0.0033749,0.001171,0.0036523,0.0015868,-0.0053307,-0.00089224,0.042656,0.0057755,0.0036994,-0.0021073,0.0036751,0.0036043,0.0041511,-0.0040751,0.0075856,0.002782,-0.00013637,0.00041995,-0.0047427,-0.0021083,0.00075784,-0.0025227,-0.0013818,0.0040004,-0.0016261,0.0046092,-0.003144,0.0033358,0.0037653,0.0057015,0.0029227,0.0051546,0.0066152,0.0045343,9.2872e-05,0.0035747,0.0031991,0.013783,9.7908e-05,-0.00018573,0.00342,-0.0041795,-0.00021102,0.001603,0.00044,0.0091422,0.00049377,-0.0056095,-0.0087823,-0.002797,0.0072899,0.0042022,0.006336,-0.0007175,-0.0010876,0.0039715,0.001808,-0.0010007,-0.00029139,0.0036776,-9.6318e-05,0.0054477,0.0037035,0.004103,-0.0012381,0.018763,-0.00024206,-0.0047163,-0.0045736
7,-0.00014554,0.00039107,-0.00026797,0.00023455,-0.00034342,0.0020969,-0.28816,-0.00050843,-7.129e-06,-7.6037e-05,0.00010485,0.00073605,0.00012994,0.00045445,0.00056604,-0.00069077,-0.00040748,-0.00026148,-0.00057349,0.00049793,0.00022656,-0.00031677,5.2894e-05,-0.00015278,-0.00054901,-0.00030797,0.0010075,0.00018392,-0.00050824,0.00070066,0.00028725,-0.0012556,4.9539e-05,-0.00044733,-9.5426e-05,0.00015731,-0.00089965,-0.00036221,-0.0023259,0.00059741,7.9224e-05,0.00015528,-0.00080432,-3.6057e-05,0.0003878,0.0015654,-0.00033679,2.9439e-05,0.00055344,-0.000143,-0.00026073,0.00027607,-0.0002692,-0.00018631,-0.00060417,0.28783,-0.00026063,0.00040125,9.6601e-05,-0.00026158,-0.00088408,0.00017624,-0.00057882,0.0011253,-0.00072121,-5.8497e-05,-0.0011442,-0.00015074,-0.0001091,-0.00048006,0.00010491,0.0013038,0.00049019,-0.00026867,-0.00010301,0.00038062,-0.00020451,0.00025877,0.000767,-0.00040549,-0.00020302,0.00047555,0.00019111,0.0025141,-1.6447e-05,0.00017464,3.6944e-05,-0.00011443,-6.4097e-05,-0.00047556,-0.00022724,-0.00040357,9.6278e-05,1.9469e-05,0.00088812,-0.0003313,0.00097831,0.00040038,0.00055241,-0.00042552
8,-0.00056854,0.00013762,0.00049971,0.0027958,5.3814e-06,-0.0013058,0.0024119,-0.064661,0.00018675,0.00057717,-0.0030062,0.0034247,0.00029894,0.0037359,0.0011602,0.00055018,0.00051473,0.0024548,-0.00051389,0.0044535,0.0033095,2.1365e-05,-0.0032499,0.031531,0.00093886,0.00068297,0.0099943,0.0021897,0.0018287,-0.0001673,-0.0059839,0.00077427,0.0014171,0.013259,0.0037044,0.0003069,0.0067351,0.0014916,-0.00085735,0.0038702,0.00081959,0.00039349,0.0015374,0.00017731,-0.0074742,0.00027801,0.00023,-0.0014662,-0.0025525,-0.00034007,-0.0022956,-0.001385,0.00083509,-0.0031771,-0.0022699,-0.0041733,0.0026031,0.0018758,0.0012205,0.01029,0.0016119,-7.0398e-05,0.0030355,0.0020489,-0.0032877,-0.00049578,-0.0016753,-0.00024095,0.0013021,0.00053338,-0.0062019,0.00031075,-0.00064313,0.0013713,-0.0017857,0.0040702,-0.0035483,-9.9484e-05,0.0053075,0.0003796,-0.0024973,-0.0024842,0.00057506,0.013052,-0.00040293,-0.0024705,0.012851,0.0021895,0.00061652,-0.0013987,-0.0023212,-0.0027186,-0.0001903,0.001522,0.0030376,-0.0013976,0.0017211,-0.0077629,-0.0011059,-0.0016295
9,-0.0071042,0.04699,0.030997,-0.011941,-0.033982,0.03789,0.00097972,-0.039346,-0.25745,0.011066,-0.038425,0.0085314,0.015887,0.013296,-0.043626,-0.0036029,0.015092,-0.0035485,-0.036078,0.0054701,-0.012053,-0.0016773,0.010844,0.011241,-0.01274,-0.012327,0.013479,0.01266,0.0018306,0.0012736,0.043009,0.034372,0.0086579,0.0038808,0.025265,0.010248,0.016808,-0.020506,-0.039298,0.023921,0.0041528,0.0066438,0.0051208,0.00051889,0.016962,0.0073065,0.0078439,-0.0047289,0.009336,0.015496,0.0013123,-0.00031554,-0.00071477,0.0035088,-0.030507,0.0089701,0.016739,-0.0020614,-0.0026984,-0.004851,-0.0055761,-0.027019,-0.01067,0.028846,-0.040967,0.013728,-0.037111,-0.027856,-0.00090032,0.0059172,0.010812,0.0058753,0.0093948,-0.0055032,0.015172,0.032007,0.051045,0.0022775,-0.0085103,0.021415,0.0070278,0.059515,-0.01522,0.057057,0.013936,0.014746,-0.0059869,0.012877,-0.0095851,0.0058542,-0.01141,-0.0014101,0.015118,0.0060132,-0.0031146,0.021848,-0.012298,-0.013332,-0.0032452,-0.032708
10,0.0030746,-0.022171,-0.0092867,0.0049889,-0.013605,0.00098063,0.00072731,-0.0066456,0.007049,-0.18032,0.0056727,-0.0015777,0.0025421,0.010336,0.00039541,0.0016984,0.00025808,-0.0011647,0.10534,-0.00042159,0.0070135,-0.0013601,0.0015139,0.081967,0.0082272,-0.0025571,0.02799,-0.0012918,0.010204,0.0052173,-0.0041242,-0.0019182,-0.0005101,-0.056758,-0.0043452,-0.0015588,-0.0091648,-0.0068127,-0.041251,0.0030568,0.005875,-0.0040668,-0.0029147,-0.0052693,0.00097433,-0.0066334,0.0020321,0.00096924,-0.0016644,0.012277,-0.0032557,-9.7541e-05,0.0037902,-0.010437,-0.061946,-0.0023619,-0.026778,0.0017529,0.0067781,-0.021821,-0.00037203,0.00032729,-0.0023743,0.0077276,-0.0026772,0.0027163,-0.00053318,-0.0055142,0.010978,0.013443,0.012838,0.022201,-0.0075543,0.029704,0.0085572,0.0017014,-0.0082149,0.0023809,0.0080586,0.002343,0.0011649,-0.0029164,0.013304,0.0041493,-0.00034993,0.0098997,0.026014,-0.0040257,-0.0034787,0.0073357,0.0030368,0.012983,0.0005482,0.0025712,-0.0066997,0.0018962,-0.0036495,0.022092,-0.002484,0.080266
