0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,-0.83376,0.00044768,0.033245,0.0011588,-0.15868,-0.03981,-0.0015573,-0.043203,0.0082011,-0.021482,0.093172,0.010609,-0.045705,0.0082325,0.00040699,-0.0046493,0.01607,0.050864,0.58971,-0.32052,-0.03126,-0.18518,-0.06093,-0.17863,-0.071193,-0.013255,0.33122,0.033354,-0.03116,-0.016881,0.0078645,-0.12309,0.00066249,0.29614,0.012086,-0.016362,-0.022157,-0.00029898,0.0020532,-0.22293,0.013906,0.035216,-0.016021,-0.0020444,0.013409,-0.67843,0.028363,-0.010981,0.076938,-4.0568e-05,-0.0020595,0.052392,0.0068476,0.012274,0.11952,-9.1726e-05,0.013351,0.021464,0.15461,0.21191,0.097641,0.2017,0.0028775,-0.26673,0.2789,0.044699,-0.032467,0.033439,-0.031824,-0.35046,-0.0059596,0.093674,0.5177,0.035414,-0.031984,0.013858,-0.015014,0.034684,0.00081785,0.020046,0.00060775,-0.068536,0.14783,-0.045942,-0.00056072,0.0075073,0.00067145,-0.053313,-0.0039304,-0.025652,0.28452,-0.0044512,0.0025199,0.00051786,0.1703,0.0023349,0.035766,-0.090462,-0.0068965,-0.059688
2,0.00036635,-0.024153,-0.0068371,-0.0045319,0.0017704,-0.0023752,0.0016324,0.0033606,-0.0041577,-0.0056509,-0.0015862,0.012443,-0.01695,-0.00075957,0.0038806,-0.0072435,0.00034246,0.00034213,0.008506,-8.5062e-05,-0.00054906,0.00024849,-0.011188,0.0043964,0.0010074,0.0014318,0.00093428,0.00080586,-0.00044748,-0.0026033,-0.0093084,0.013642,0.0012245,-0.0017148,-0.00069697,-0.00054595,-0.021712,-0.024557,0.012903,0.0024254,-0.00053687,-0.0016028,0.0024844,0.018646,0.012099,-0.008747,0.001176,0.00013719,-0.0047882,-0.0045352,0.0007732,-0.019321,-0.0031382,-0.010702,0.02286,-0.0036634,0.00068084,0.0023987,-0.0001424,0.0021239,0.0067505,0.00053033,0.011516,0.00092865,-4.4143e-05,-0.00060378,0.0041265,0.0012167,-0.0017896,-0.00056214,0.003389,0.003234,-9.0492e-05,-0.0024927,0.00061353,-0.0038674,0.0005014,-0.00072515,0.0010865,0.0023155,-0.00025181,0.013602,0.0059477,0.040304,-0.0032497,0.00017864,0.0023313,0.001383,0.013733,-0.0012676,-0.001358,-0.0020141,-0.01755,0.00063662,0.0045375,-0.00087088,1.2691e-05,-0.0025376,0.0010619,-0.0046924
3,-0.0078168,0.12611,-0.25773,-0.030306,-0.0051488,-0.016318,0.016768,-0.0014764,0.0096004,-0.020805,0.053061,0.0094776,0.033779,0.012151,-0.0047577,-0.0046591,0.00030615,0.0061033,-0.00267,0.02623,0.01944,-0.010597,-0.015396,0.030237,-0.0049436,-0.0087599,0.014149,0.00012339,0.0052044,0.035062,0.0292,-0.032504,0.0050642,0.0030066,-0.0052644,0.0098967,-0.010405,0.0062947,0.012306,-0.0011388,0.0096683,-0.010073,-0.0019677,-0.024141,0.043308,0.0077627,-0.01871,-0.0091291,0.002674,0.0041121,0.025652,0.0061246,0.0069915,-0.014819,-0.059178,0.0084047,0.023669,0.0053572,0.013451,0.031669,0.020976,-0.00029131,-0.01276,-0.00076941,0.0048089,0.020187,-0.044055,-0.001517,-0.019785,-0.0010279,-0.0085597,8.9665e-06,0.020522,0.016302,0.003898,-0.0086972,0.010689,0.011899,-0.006491,0.0048997,-0.0096538,0.00977,-0.011806,-0.04433,-0.00024128,0.011165,-0.0046128,0.0090821,-0.026495,-0.00094271,-0.017887,0.010981,0.0084098,-0.0066324,-0.0015829,-0.0024178,0.00031844,0.016638,-0.013433,-0.0063966
4,-3.5304e-05,-0.026266,0.0052584,-0.22264,0.022775,0.00050695,0.021736,0.040619,-0.0037641,0.010546,-0.0037758,-0.00039707,0.0042264,-0.0034251,-0.01646,-0.0050274,-0.001413,-0.0018692,-0.01481,-0.0025962,0.06371,-0.00055956,-0.0018156,0.16057,-0.0086224,0.039278,0.00582,0.012583,-0.0052635,0.01092,0.01003,0.0067013,0.0010463,-0.011179,0.007062,-0.0089173,-0.0067091,-0.0024413,-0.022943,0.0029241,0.0012694,-0.003589,0.0034601,0.0089491,0.12728,-0.096785,-0.016753,-0.012079,-0.0041613,-0.0068057,-0.014953,-0.0026051,-0.0072896,0.0095746,0.011906,0.0010178,-0.070753,0.01352,-0.0022086,0.033395,-0.019647,0.019455,0.023121,-0.02454,-0.0048064,3.4499e-05,-0.0062653,-0.010128,0.00087569,0.0030846,0.015303,-0.016284,-0.0050157,0.012227,-0.0021394,0.0064725,0.023076,-0.014106,0.0062989,-0.010389,-0.013238,0.044726,-0.022082,0.073183,0.00031788,0.00041396,0.017066,0.011842,0.0015039,-0.0076537,0.021967,-0.0044102,-0.0042224,-0.022299,-0.038767,-0.011821,-0.054428,0.0013437,0.011829,0.0047022
5,0.0013095,0.0047443,-0.015993,0.015093,-0.023898,0.020379,-0.0004602,0.020853,-0.010179,8.7988e-05,-0.01368,-0.0001014,0.0022468,-0.0079614,0.0024258,-0.0081344,0.0027693,-0.0019601,0.014125,-0.0065847,-0.0038901,0.0024533,0.012254,-0.013258,0.0019622,-0.019407,0.020822,5.4791e-06,-0.0010428,-0.0041263,-0.005438,0.032043,-0.0035898,0.005984,-0.0067696,0.0064281,-0.011838,0.00024291,0.0037185,-0.00242,-0.0041031,-0.00049052,0.0026785,-0.0042037,0.0044147,-0.047217,-0.0012052,0.0011081,-0.00406,-0.0068766,2.8813e-05,-0.015175,0.0042992,0.0024033,-0.0091047,0.0031186,0.0046255,-0.0073093,0.0071533,-0.006393,-0.00035623,-0.0021381,0.0093223,0.012337,0.0033469,-0.0030253,0.01301,-0.00565,0.03967,-0.0026502,-0.011165,0.0055129,-0.016082,-0.013937,0.0049947,-0.017258,0.00088704,-0.011929,0.002173,-0.0086211,0.001247,0.015235,-0.002862,0.019607,0.011344,-0.0035405,-0.0029293,-0.00085283,0.010694,0.0039602,0.010305,-0.0041887,-0.0069377,1.1756e-05,0.0075432,0.0029745,-0.0020962,-0.00040511,0.0030643,0.0047007
6,0.00040809,0.0054964,-0.0064853,-0.0069984,0.0043113,-0.028072,-2.6222e-05,-0.0069137,-0.00037643,0.00027157,0.0072398,0.005328,0.0013059,0.013949,-0.0007822,-0.010036,0.00038309,-0.0041748,0.001086,0.0011787,0.0028726,0.00050626,-0.002545,-0.00070849,0.0039734,-0.0033758,-0.0022717,0.0017766,-6.0927e-05,0.0021591,0.0085184,-0.0059639,0.0013245,-0.0028331,0.0017816,-0.0052518,-0.0010209,0.0077966,0.0034525,0.00018824,0.00047591,7.997e-05,-0.0001589,0.004014,-0.0041137,0.0055512,-0.0020617,-0.0014407,0.0004717,-0.0047486,-0.0020431,0.0008601,-0.002488,-0.0013698,-0.010473,-0.0014421,0.0018907,-0.0030961,-0.0013834,0.00026938,0.0033311,-0.0028771,0.0027592,0.0044898,0.0041171,0.00047799,-0.0016441,0.0029568,0.0033562,0.00017583,-6.769e-05,-0.00052846,-0.003737,-8.9407e-05,0.0014486,0.00043285,0.010127,0.0005931,-0.0055159,-0.0088335,-0.0029658,0.0071915,0.0042061,0.0040532,-0.00082245,-0.0010413,0.00097936,0.0017182,-0.0010419,-0.00053928,0.0035513,-6.4136e-05,0.0055513,0.000459,-0.0011897,-0.0013569,0.017034,-0.00015516,-0.0048297,-0.0046037
7,-0.00022808,0.00038267,-0.00013419,0.00021709,-0.0003343,0.0020961,-0.28826,-0.00049351,-8.5019e-06,1.2036e-05,7.4233e-05,0.00081132,0.00018165,0.00050501,0.000662,-0.00030424,-4.9823e-06,-0.00010728,-0.0005684,0.00047542,0.00011028,-0.00032246,2.7285e-05,-0.00012268,-0.0005456,-0.00034715,0.0010089,0.00021769,-0.00036243,0.00081529,0.0033159,-0.0012652,4.0534e-05,-0.00041837,-9.9723e-05,9.2628e-05,-0.00091687,-0.00036547,-0.0023224,0.00060554,7.4402e-05,0.0001629,-0.00077868,0.00013005,0.00038365,0.0015748,-0.00033027,-0.00022464,0.00055886,-0.00011648,-0.00029803,7.0716e-05,-0.00032982,-0.00028142,-0.00059326,0.00090194,-0.00025961,0.00043125,0.00010728,-0.00019645,-0.00086083,0.0001533,-0.00060137,0.0011403,0.00063041,-6.0636e-05,-0.001139,1.2244e-05,-5.4976e-05,-0.00030048,-3.4714e-05,0.001312,9.6007e-05,-0.00021111,-8.6194e-05,0.00083549,-0.00017135,0.00027608,0.00065645,-0.00032291,-0.00022057,0.00047238,0.00021088,0.0025171,2.2753e-05,0.00021096,4.9448e-05,-9.8709e-05,-5.1797e-05,-0.000403,-0.00052461,-0.0001438,0.00013966,3.4963e-05,0.00088694,-0.00032793,0.28052,0.00046255,0.0006288,-0.00040951
8,-0.00058889,6.9603e-05,0.00048816,0.0028004,-6.5542e-05,-0.0013388,0.0024403,-0.064816,0.00018485,0.00057498,-0.0030498,0.0034367,0.00029182,0.0037664,0.0011784,0.00055669,0.00050517,0.0024418,-0.00058785,0.0044211,0.0033517,-4.0483e-05,-0.0032996,0.031485,0.00095169,0.00066966,0.0099673,0.0021951,0.0018762,-0.00015013,-0.0060191,0.0007251,0.0014236,0.013219,0.0037144,0.00032458,0.0067608,0.0015098,-0.00092577,0.0038222,0.00086863,0.00026699,0.0014928,0.00012984,-0.0074952,0.00022636,0.00018329,-0.0015365,-0.0025878,-0.00037004,-0.002305,-0.0014014,0.00078776,-0.0032507,-0.0023555,-0.0041672,0.0025405,0.0018787,0.0011771,0.01025,0.0015594,-0.00013073,0.0029952,0.0019647,-0.0033348,-0.00047507,-0.0017554,-0.00023728,0.0013022,0.00055367,-0.0062849,0.00025015,-0.00065096,0.0013874,-0.0017922,0.0041005,-0.0035476,-0.0001115,0.0053193,0.00040016,-0.0025301,-0.0025593,0.00057383,0.013033,-0.00038289,-0.0025276,0.012851,0.0021836,0.00057974,-0.0014365,-0.0023664,-0.0027548,-0.00019897,0.001484,0.0029904,-0.0013807,0.0017231,-0.007792,-0.0011171,-0.0016466
9,-0.0073842,0.047041,0.030873,-0.011764,-0.034029,0.037823,0.0010838,-0.039277,-0.2582,0.010471,-0.038545,0.0088418,0.016562,0.013468,-0.013439,0.0036871,0.0033609,-0.0037997,-0.036023,0.0053493,-0.011848,-0.0015462,0.0058063,0.011291,-0.012749,-0.012868,0.013532,0.012758,0.0018236,0.0010099,0.043657,0.034234,-0.0081255,0.0039342,0.0056648,0.016691,0.0084988,-0.02042,-0.039217,0.02394,0.004968,0.0066162,0.0052608,0.00082653,0.016909,0.0073937,0.0078907,-0.0038643,0.0086888,-0.00314,0.0060057,-0.0127,-0.001401,-0.00083861,-0.030462,0.0086538,0.01675,-0.00031135,-0.0025642,-0.0047804,-0.0055251,-0.027068,-0.010747,0.028858,0.011197,0.0044311,-0.037072,-0.012702,-0.00070887,0.0059567,0.010967,0.0058757,0.009067,-0.0051442,0.015276,0.032056,0.055785,0.0070231,-0.0086321,-0.00046621,0.0068752,0.05963,-0.01725,0.057135,0.0044488,0.019467,-0.0059141,0.012874,-0.00965,0.005793,-0.011652,-0.0016246,0.015173,0.0061684,-0.003094,0.00047149,-0.011636,-0.013023,0.011052,-0.032441
10,-0.0038204,-0.021865,-0.0094514,0.0050011,-0.013362,0.0011873,0.00046444,-0.0066767,0.0069072,-0.3453,0.0057331,0.0064952,0.0016256,0.012947,0.00086743,0.0018472,0.00056673,-0.00061289,0.10595,8.2167e-05,0.0056715,-0.00076802,0.0012192,0.082389,0.01079,-0.0022513,0.028414,-0.00081839,0.038835,0.0050722,-0.019297,-0.0016202,2.3702e-05,-0.056824,-0.0044231,0.0035732,-0.0089162,-0.0065712,-0.040927,0.0031683,0.0058571,-0.0037954,0.0075984,-0.0054392,0.0022168,-0.0062897,0.0025157,0.00021904,0.0066976,-0.0023606,-0.0030699,0.0001929,0.0037206,-0.010939,-0.061656,-0.0076973,-0.026729,0.0014775,0.007246,-0.021682,-0.00012962,0.00078815,-0.0021101,0.0080644,-0.006618,0.0085281,-0.00027232,-0.0036468,0.010939,0.014249,0.00011861,0.022793,-0.0023505,0.029643,0.0087246,0.006198,0.0031933,-0.002779,0.023543,-0.0027993,0.0014587,-0.0029402,0.01347,0.0046693,-0.00044553,-0.017968,0.026597,-0.0030921,-0.0034315,0.12922,0.0041379,0.017583,0.00022228,0.0030747,-0.0013998,0.0026131,-0.0075175,0.02231,0.0035898,0.078936
