0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,-0.30711,0.0001206,0.03301,0.001199,-0.099813,-0.039848,-0.0015344,-0.043462,0.0075069,-0.021224,0.093119,0.010507,-0.045657,0.0082296,0.00063896,-0.0043429,0.01327,0.050128,0.5894,-0.32055,-0.030817,-0.18536,-0.060849,-0.17881,-0.070965,-0.013434,0.15332,0.033612,-0.02765,-0.016788,0.0077877,-0.12326,0.00050824,0.29585,0.012136,-0.034179,-0.021999,-0.00023334,0.001763,-0.22317,0.013583,0.035042,-0.014144,-0.0020845,0.013517,-0.67865,0.028104,-3.4838e-05,0.076838,0.0035959,-0.0020902,0.039302,0.0067512,0.012127,0.11918,-6.8059e-05,0.013072,0.021582,0.0064809,0.2115,0.097306,0.2014,0.0027179,-0.26697,0.065004,0.044829,-0.03267,0.033525,-0.031787,-0.027653,-0.0058783,0.093514,0.056536,0.035407,-0.032003,0.013906,-0.014813,0.034505,0.00060308,0.020038,0.0010033,-0.068658,0.072246,-0.046176,-0.00045328,0.0076405,0.0003995,-0.053114,-0.0037333,-0.02583,0.063747,-0.0044163,0.0024106,0.00017863,0.17028,0.0022767,0.036028,-0.090339,-0.0047044,-0.059073
2,0.00039134,-0.024015,-0.0068243,-0.0045083,0.0018042,-0.0023491,0.0016223,0.0033673,-0.0041447,-0.0056578,-0.0015602,0.012422,-0.016925,-0.00077713,0.0038482,-0.0072428,0.00037624,0.00036628,0.0085273,-5.6394e-05,-0.0005738,0.00028757,-0.011162,0.004415,0.0010291,0.0014603,0.00094509,0.00080756,-0.0004693,-0.002598,-0.0092998,0.013673,0.0012326,-0.0016784,-0.00068195,-0.0005384,-0.0217,-0.024547,0.012917,0.002436,-0.00053169,-0.0015672,0.0025136,0.018656,0.012103,-0.0087116,0.0012059,0.00013318,-0.0047825,-0.0045329,0.00076929,-0.019317,-0.003134,-0.010707,0.022906,-0.0036547,0.00069655,0.0023864,-9.14e-05,0.0021364,0.0067746,0.00055088,0.011548,0.00096793,-1.648e-05,-0.00061028,0.0041525,0.0012147,-0.0017855,-0.00051499,0.0033662,0.0032956,-8.4472e-05,-0.0025217,0.00059583,-0.0038496,0.00050542,-0.00071163,0.0010654,0.0022982,-0.00025392,0.013622,0.0059497,0.040323,-0.003244,0.00016204,0.002403,0.001391,0.013766,-0.0012619,-0.0013508,-0.0020285,-0.017565,0.00065795,0.0045626,-0.0008589,3.5044e-05,-0.0025495,0.0010577,-0.0047009
3,0.0056568,0.12607,-0.25741,-0.018123,-0.0051115,-0.016399,0.016823,-0.0015717,0.0096569,-0.020831,0.05303,0.0089193,0.034035,0.011497,-0.0049295,-0.0057825,0.014822,0.0091469,-0.0026804,0.026236,0.019475,-0.012483,-0.015285,0.030203,-0.013602,0.0029739,0.01399,0.00010351,-0.0028846,0.035128,0.029056,-0.032513,0.0050513,0.0029977,-0.0014127,0.030803,-0.010486,0.0062317,0.012285,-0.00112,0.025718,-0.010017,-0.0020996,-0.024069,0.043403,0.0077357,-0.018713,-0.0091542,0.0026364,0.0041631,0.021424,0.0061931,0.010101,-0.013085,-0.059186,0.0085343,0.02368,0.0052441,0.014748,0.031655,0.021,-0.00024979,-0.012775,-0.00077317,0.01502,0.005364,-0.044028,-0.0016317,-0.019915,-0.00074714,-0.0044902,2.1381e-05,0.020631,0.016356,0.0039738,-0.0084873,0.010852,0.012002,-0.0058012,0.0048198,-0.0097579,0.0097209,-0.011709,-0.044312,-0.00044075,0.015975,-0.0046159,0.020909,-0.0034749,-0.00087841,-0.016969,0.010979,0.008391,-0.0066429,-0.0015683,-0.0024219,0.00015317,0.016639,-0.01366,-0.0063965
4,0.0011599,-0.026151,0.0054373,-0.2225,0.023294,0.0005883,0.021895,0.040848,-0.0038204,0.011022,-0.0035854,-0.0004416,0.0043729,-0.0023598,-0.016357,-0.0047496,-0.0012155,-0.0016907,-0.014574,-0.0026083,0.063927,-0.00043478,-0.0028948,0.16079,-0.0085952,0.039183,0.0060103,0.012756,-0.0061858,0.010873,0.0099539,0.0068161,0.0010376,-0.011077,0.0070219,-0.0084061,-0.0064614,-0.0017421,-0.022666,0.0030315,0.0011588,-0.003071,0.0039736,0.0087579,0.1271,-0.096518,-0.016453,0.003503,-0.0042944,-0.006518,-0.015217,-0.0025955,-0.0073824,0.0095171,0.012076,0.0048727,-0.070483,0.013309,-0.0014483,0.033513,-0.019456,0.019495,0.02315,-0.024334,-0.0011387,2.2469e-05,-0.0060432,-0.0094431,0.00090814,0.0032361,0.015072,-0.016148,-0.0052854,0.012383,-0.0018698,0.006587,0.023093,-0.014117,0.0060796,-0.0096099,-0.013349,0.044285,-0.022222,0.073415,0.00042318,0.00053528,0.01694,0.011814,0.0016307,-0.0069693,0.022078,-0.0042965,-0.0040381,-0.022019,-0.03879,-0.01107,-0.054337,0.0015103,0.011821,0.0045132
5,0.0015389,0.0051203,-0.016014,0.015103,-0.023851,0.020461,-0.00054409,0.020896,-0.010169,6.2206e-05,-0.013638,-2.754e-05,0.0021867,-0.0080312,0.0023506,-0.0081517,0.0027307,-0.002007,0.014423,-0.0037643,-0.0038958,0.0025992,0.012238,-0.013129,0.0019479,-0.019423,0.031762,9.7269e-05,-0.0010616,-0.0041622,-0.0054828,0.032136,-0.0035636,0.0060805,-0.0067662,0.0064435,-0.01181,0.00028891,0.0040832,-0.0024067,-0.0042177,-0.00036789,0.0028646,-0.0042109,0.0045411,-0.046422,-0.00075465,0.0011841,-0.0040985,-0.006996,3.0106e-05,-0.015206,0.0042427,0.0024078,-0.0084784,0.0030533,0.0047235,-0.0073489,0.0074669,-0.0064517,-0.00026526,-0.0019668,0.0094499,0.01242,0.0033688,-0.0030035,0.013335,-0.0056451,0.039703,-0.0026758,-0.011238,0.0056537,-0.016096,-0.01395,0.0049929,-0.017249,0.00085921,-0.011926,0.0021088,-0.0086969,0.0012794,0.015268,-0.0029165,0.019955,0.011101,-0.0036306,-0.0024131,-0.00082927,0.01075,0.0039342,0.010319,-0.0042698,-0.0068569,0.00039287,0.0078725,0.0029235,-0.0021037,-0.0004583,0.0030367,0.0046556
6,0.00044123,0.0056945,-0.0065269,-0.0070989,0.0045859,-0.027531,-0.00010525,-0.006655,-0.00039859,0.00081004,0.011062,0.0053528,0.0011024,0.014017,-0.00067217,-0.010012,0.00034329,-0.0041489,0.0012895,0.0013877,0.0028563,0.0008536,-0.0027344,-0.00047367,0.0075965,-0.0035848,-0.0016513,0.0020118,0.00057582,0.0022952,0.0085642,-0.0057881,0.0012212,-0.0026086,0.0016538,-0.0053247,-0.001018,0.0079568,0.0036672,0.0003804,-0.0020784,0.00034499,0.00025562,0.0040397,-0.0040633,0.0057591,-0.0017524,-0.00010626,0.00051819,-0.0047187,-0.0020403,0.00081649,-0.0024579,-0.0012971,-0.010156,-0.0015489,0.0021044,-0.0030611,-0.0015119,0.00049719,0.0035483,-0.0026749,0.0028546,0.0046609,0.0044392,0.00015299,-0.0013615,0.0031192,0.0035237,0.00021801,-5.8423e-05,-0.0003173,-0.0040805,-2.9923e-05,0.0015212,0.00047434,0.0091911,0.00050193,-0.0055158,-0.0087118,-0.0026949,0.0071698,0.0042971,0.0042896,-0.00068806,-0.00098771,0.0012061,0.0017865,-0.001039,-0.00040017,0.0035978,2.1549e-05,0.0055704,0.00073424,-0.00097063,-0.0012102,0.018666,-0.00014722,-0.0048458,-0.0044566
7,-0.00014875,0.00040101,-0.00017439,0.00023414,-0.0003339,0.0021003,-0.2882,-0.00049899,-6.7319e-06,-2.5485e-05,0.00010751,0.00078261,0.00017459,0.00048325,0.00058251,-0.00067736,-2.1026e-05,-0.00020628,-0.00056408,0.00050791,0.00018265,-0.00030723,5.5229e-05,-0.00014316,-0.00054668,-0.00030732,0.0010177,0.00019193,-0.00040105,0.00084044,0.00025248,-0.0012465,5.8691e-05,-0.00043786,-7.8941e-05,0.00017393,-0.0009064,-0.00035978,-0.0023171,0.00060745,7.6272e-05,0.00016508,-0.00079502,6.2604e-05,0.00040227,0.0015758,-0.00032726,3.6126e-05,0.00057656,-0.00012267,-0.00027844,0.00028814,-0.00027211,-0.00022208,-0.00059479,0.0037137,-0.00025106,0.00040422,0.00010637,-0.00025201,-0.00087482,0.00018605,-0.00056942,0.0011356,0.00049874,-4.8138e-05,-0.0011351,-4.4208e-05,-0.00010125,-0.00049245,2.6579e-05,0.0013142,0.00016616,-0.00023669,-8.366e-05,0.0008681,-0.00017932,0.0002791,0.00073882,-0.00038926,-0.00019161,0.00048241,0.00019862,0.0025247,1.6675e-06,0.00020298,4.6678e-05,-9.921e-05,-8.0494e-05,-0.00047445,-0.00037697,-0.00014737,0.00012665,2.9193e-05,0.00089829,-0.00035034,0.28048,0.00043046,0.0005657,-0.00043994
8,-0.00058155,0.00013109,0.00051211,0.0028148,-2.844e-06,-0.0013176,0.0024435,-0.064714,0.000199,0.00057222,-0.0030218,0.0034314,0.00031299,0.0037435,0.0011613,0.00054224,0.00052666,0.0024679,-0.00052475,0.004455,0.0033363,1.1596e-05,-0.0032537,0.031543,0.00093736,0.00069885,0.0099982,0.002192,0.0018339,-0.00015537,-0.005975,0.00077005,0.0014082,0.013269,0.003695,0.00031752,0.0067461,0.0014916,-0.00087027,0.0038723,0.00083585,0.00038619,0.0015358,0.00016878,-0.0074816,0.00027095,0.00022192,-0.0014881,-0.0025706,-0.00035224,-0.002287,-0.001374,0.00083215,-0.0031923,-0.0022868,-0.0041644,0.0026043,0.0018759,0.0012166,0.010297,0.0016104,-7.9531e-05,0.0030358,0.002049,-0.003301,-0.00048235,-0.0016897,-0.00024735,0.0012998,0.00053202,-0.0062172,0.00030328,-0.00065386,0.0013711,-0.0017922,0.004093,-0.0035453,-8.4261e-05,0.0053155,0.00037837,-0.0025104,-0.0025026,0.00057007,0.013057,-0.00039196,-0.0024852,0.012858,0.0021968,0.00062156,-0.0014066,-0.0023293,-0.0027347,-0.00019977,0.0015188,0.0030385,-0.0013952,0.0017218,-0.0077815,-0.0011125,-0.0016399
9,-0.0071759,0.047049,0.030914,-0.011988,-0.033934,0.037947,0.0011624,-0.039299,-0.25763,0.010991,-0.03838,0.0085831,0.016478,0.013407,-0.025946,-0.0033635,0.012094,-0.0036207,-0.036031,0.0055254,-0.011932,-0.0016254,0.010813,0.011297,-0.012693,-0.012422,0.013536,0.01275,0.0018786,0.0012553,0.043028,0.03443,-0.0079421,0.0039356,0.021821,0.016401,0.0085396,-0.02046,-0.03925,0.023979,0.0049026,0.0066993,0.005176,0.0009655,0.01708,0.0073624,0.0078997,-0.0036763,0.0091252,0.011616,0.0058055,-0.012026,-0.00083274,0.0033577,-0.030459,0.0087271,0.016796,-0.002027,-0.0026469,-0.0048002,-0.0055255,-0.026971,-0.010621,0.028904,0.014676,0.013615,-0.037063,-0.013122,-0.00081511,0.0058595,0.010815,0.0059307,0.009057,-0.0052048,0.015322,0.032149,0.051573,0.0071765,-0.0086836,-0.00042754,0.0069163,0.05963,-0.015786,0.057116,0.0062646,0.019323,-0.0059365,0.012969,-0.0096513,0.0058666,-0.011479,-0.0014782,0.015095,0.0060686,-0.0030634,0.013369,-0.011794,-0.01324,0.005587,-0.032681
10,-0.0036717,-0.021983,-0.0093808,0.0051048,-0.013413,0.0010647,0.00056527,-0.0064447,0.0070486,-0.183,0.0057678,0.0048495,0.0018355,0.013288,0.00051502,0.0017229,0.00036728,-0.0013423,0.10565,-0.00018856,0.0057392,-0.0011449,0.001365,0.082275,0.0083277,-0.0021463,0.02829,-0.0013881,0.010267,0.0052658,-0.011501,-0.0016976,-0.00013406,-0.056576,-0.0042848,-0.0014485,-0.0092098,-0.0067536,-0.041066,0.0033276,0.0060119,-0.0038586,-0.0027034,-0.0053152,0.002297,-0.0064344,0.0022876,0.00052324,-0.0016233,-0.0020839,-0.0030749,0.00011334,0.0035748,-0.010683,-0.061764,-0.0075327,-0.026592,0.0016937,0.0070553,-0.021632,-0.00014071,0.00056718,-0.0021584,0.0080051,-0.0069361,0.0029489,-0.00030054,-0.0054677,0.010943,0.013896,0.00016934,0.022499,-0.0074354,0.029723,0.0085764,0.0018716,0.0023894,-0.0024754,0.023136,-0.0025393,0.0013936,-0.0029475,0.013071,0.00443,0.0012294,0.0099215,0.026313,-0.0031306,-0.0035709,0.0078638,0.0031185,0.012697,0.00041715,0.0028374,-0.0064951,0.0023589,-0.007312,0.022073,-0.0021765,0.079088
