0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,-0.30707,0.00010866,0.032833,0.0012535,-0.099821,-0.03987,-0.0014139,-0.043471,0.0074527,-0.021111,0.09309,0.010469,-0.045582,0.008235,0.00068344,-0.0043662,0.013223,0.050108,0.58938,-0.32056,-0.00038085,-0.18537,-0.049515,-0.17882,-0.070987,-0.013544,0.15331,0.033644,-0.02756,-0.016607,0.0078135,-0.12327,0.00044096,0.29583,0.01214,-0.034539,-0.022023,-0.0002586,0.0017506,-0.22318,0.013558,0.035027,-0.014154,-0.0019671,0.013562,-0.67866,0.02809,-1.6147e-05,0.066675,0.0035885,-0.0020593,-0.016232,0.0068118,0.011979,0.11917,-6.4905e-05,0.013058,0.021618,0.0064676,0.21148,0.09729,0.20138,0.0027052,-0.26698,0.065,0.044854,-0.032679,0.033422,-0.031748,-0.027907,-0.0059003,0.093499,0.05641,0.035351,-0.032065,0.014058,-0.014757,0.034468,0.00057331,0.020463,0.0010497,-0.068703,0.072151,-0.046185,-0.00046109,0.0076684,0.00038746,-0.052899,-0.003831,-0.026781,0.063648,-0.004496,0.0022264,0.00016666,0.17027,0.0023319,0.036075,-0.090353,-0.0046513,-0.059041
2,0.0003962,-0.023984,-0.0068204,-0.0045034,0.0018097,-0.0023421,0.0016175,0.0033725,-0.0041402,-0.0056511,-0.0015534,0.012425,-0.01692,-0.00077221,0.0038481,-0.0072388,0.00038045,0.00036944,0.008532,-5.0341e-05,-0.00057999,0.00029351,-0.011154,0.0044201,0.001035,0.001463,0.00095083,0.00081357,-0.00046644,-0.0025984,-0.0092968,0.013677,0.0012406,-0.0016719,-0.0006673,-0.00053546,-0.021689,-0.024539,0.012922,0.0024414,-0.00053021,-0.0015607,0.002519,0.018661,0.012103,-0.0087042,0.0012116,0.00014409,-0.0047771,-0.0045227,0.00076358,-0.019317,-0.0031279,-0.010703,0.02291,-0.0036566,0.00070236,0.0023871,-8.5337e-05,0.0021419,0.0067795,0.00055674,0.011553,0.00097367,-1.1272e-05,-0.00061529,0.0041577,0.0012213,-0.0017788,-0.00051115,0.003366,0.0033008,-8.1388e-05,-0.0025215,0.00059841,-0.003846,0.00050674,-0.00070729,0.0010667,0.0023006,-0.00025325,0.013627,0.0059537,0.040327,-0.0032419,0.00016443,0.0024084,0.0013949,0.013775,-0.0012538,-0.0013477,-0.0020254,-0.017562,0.00066378,0.0045677,-0.00085428,4.2126e-05,-0.0025472,0.001064,-0.0046979
3,0.0056114,0.12602,-0.2572,-0.018086,-0.0051485,-0.01653,0.016817,-0.0016106,0.0096542,-0.020844,0.052783,0.0089516,0.034075,0.011459,-0.0049362,-0.0057941,0.014768,0.0090971,-0.0027185,0.026187,0.019491,-0.012518,-0.015307,0.030154,-0.013734,0.0030619,0.013942,-0.0070619,-0.0028996,0.035093,0.029077,-0.032548,0.0050943,0.0029531,-0.0014153,0.030797,-0.010477,0.0060116,0.012238,-0.0011596,0.02579,-0.010053,-0.0021381,-0.02407,0.043338,0.0076894,-0.018749,-0.019095,0.0026349,0.0041593,0.021339,0.0061846,0.010097,-0.013068,-0.05922,0.035396,0.023631,0.0052227,0.014701,0.031606,0.020952,-0.00029057,-0.012811,-0.00081281,0.015037,0.0052189,-0.044062,-0.0016971,-0.022716,-0.00066135,0.0027579,-1.9665e-05,0.020671,0.016389,0.0039485,-0.0085292,0.010834,0.011955,-0.0056807,0.0048395,-0.0097522,0.0073146,-0.011702,-0.044347,-0.00050466,0.016161,-0.004653,0.020772,-0.019245,-0.00088035,-0.016928,0.010982,0.0083544,-0.0066794,-0.0016073,-0.0028126,-0.0015163,0.016623,-0.013679,-0.0063886
4,0.0027249,-0.026141,0.0054029,-0.22244,0.023299,0.00057835,0.021547,0.040853,-0.0040672,0.011018,-0.0035942,-0.0003751,0.0043817,-0.0003801,-0.01646,-0.0046908,-0.0012211,-0.0017862,-0.014564,-0.0025998,0.17364,-0.000427,-0.0052708,0.16079,-0.0086031,0.039199,0.0060164,0.012706,-0.0062794,0.010692,0.0099175,0.0068221,0.0010517,-0.011068,0.0070593,-0.0084363,-0.0063374,-0.0017514,-0.022656,0.0030382,0.0010024,-0.0030625,0.0039801,0.0069078,0.018585,-0.096507,-0.016442,0.0030626,-0.0043765,-0.006399,-0.015282,-0.0026418,-0.0074088,0.0095227,0.012082,0.0048779,-0.070471,0.013241,-0.0014402,0.033517,-0.019446,0.0195,0.023155,-0.024324,0.021452,-3.5883e-06,-0.006034,-0.009484,0.00085985,0.0032752,0.015083,-0.016138,-0.005306,0.0124,-0.0018102,0.0066073,0.023049,-0.014533,0.0059639,-0.0089051,-0.013364,0.018375,-0.022256,0.073419,0.00032227,0.0006196,0.016945,0.011613,0.0014344,-0.0069506,0.022163,-0.0042994,-0.0038977,-0.022009,-0.038779,-0.011256,-0.054356,0.0016097,0.01189,0.0044863
5,0.0015369,0.0051468,-0.016024,0.015089,-0.023832,0.020485,-0.00055848,0.020922,-0.010171,5.9983e-05,-0.013609,-1.1374e-05,0.0021732,-0.0080339,0.0023501,-0.0081455,0.0027248,-0.0020131,0.014449,-0.003735,-0.003919,0.0026263,0.012236,-0.013099,0.0019739,-0.01943,0.031787,0.00012212,-0.0010535,-0.0041778,-0.0054922,0.032161,-0.0035522,0.0061069,-0.0067596,0.0064316,-0.011791,0.00031552,0.0041099,-0.0023778,-0.0042284,-0.00033971,0.0028916,-0.0041922,0.0045289,-0.04639,-0.00072631,0.0011964,-0.0040931,-0.0069842,1.2157e-05,-0.015212,0.0042446,0.0024057,-0.0084484,0.0030347,0.0047501,-0.0073504,0.0074932,-0.0064219,-0.00023713,-0.001938,0.0094759,0.012446,0.0033778,-0.0030202,0.013361,-0.005626,0.039724,-0.0026762,-0.011237,0.0056802,-0.016104,-0.013956,0.0049988,-0.017256,0.00084888,-0.011925,0.0021041,-0.0086959,0.0012732,0.015284,-0.0029112,0.019981,0.01109,-0.0036313,-0.0023842,-0.00082452,0.010758,0.0039448,0.010327,-0.0042665,-0.0068542,0.00042073,0.0078987,0.0029179,-0.0020876,-0.00046035,0.0030518,0.0046475
6,0.00040167,0.0074324,-0.0065359,-0.0070968,0.0064383,-0.027643,-0.00012858,0.003215,-0.00041067,0.00076089,0.036173,0.0053829,0.0010843,0.013958,-0.00071022,-0.010057,0.00033816,-0.0041534,0.0040447,0.0040422,0.0027956,0.0036872,-0.0027447,0.003019,0.039691,-0.0035872,0.003217,0.014059,0.00059394,0.002268,0.0085153,0.0032353,0.0011999,0.0035125,0.0016149,-0.0053271,-0.00095315,0.042534,0.0056475,0.0035655,-0.0020905,0.0035415,0.003471,0.0040945,-0.0040654,0.0074585,0.0026478,-0.00012465,0.00046115,-0.0047225,-0.0020755,0.00078456,-0.0024929,-0.0013459,0.0038547,-0.001601,0.0044789,-0.003108,0.0031978,0.0036321,0.0055731,0.0027842,0.0050254,0.0064871,0.0044783,0.00012282,0.0034369,0.0031494,0.013659,0.00015078,-0.00013185,0.0032844,-0.0041358,-0.00015852,0.0015541,0.00045141,0.0091636,0.00050139,-0.005572,-0.0087497,-0.0027551,0.0072338,0.0042478,0.0062086,-0.00070044,-0.0010455,0.0038405,0.0017959,-0.001008,-0.00034836,0.0036343,-4.0962e-05,0.0054983,0.0035718,0.0039645,-0.0012192,0.01871,-0.00020188,-0.0047752,-0.0045225
7,-0.00014441,0.00039548,-0.00026262,0.00023109,-0.00033918,0.0021015,-0.28818,-0.00050422,-7.2154e-06,-4.5214e-05,0.00010919,0.00074397,0.00013375,0.00046953,0.0005836,-0.00068157,-0.00040842,-0.00024261,-0.00056928,0.00050236,0.00018704,-0.00031251,4.576e-05,-0.00014849,-0.0005448,-0.00030783,0.001012,0.00018828,-0.0004806,0.00080709,0.00025124,-0.0012515,4.8623e-05,-0.0004431,-7.7689e-05,0.00016166,-0.00089301,-0.00035796,-0.0023219,0.00060186,7.5627e-05,0.00015963,-0.00080016,-2.1566e-05,0.00038412,0.00157,-0.00033254,3.7934e-05,0.00057737,-0.00012165,-0.00027689,0.00028056,-0.00026159,-0.00019096,-0.00059998,0.2878,-0.00025636,0.00039448,0.00010095,-0.00025732,-0.00087993,0.0001806,-0.00057462,0.0011298,-0.00071046,-4.23e-05,-0.0011401,-0.0001278,-0.0001048,-0.00049014,8.1194e-05,0.0013084,0.00046863,-0.00026736,-9.5044e-05,0.00081875,-0.00020615,0.00025615,0.00075268,-0.00039673,-0.00019082,0.0004713,0.000192,0.0025188,-1.06e-05,0.00018637,4.1275e-05,-0.00010865,-8.6818e-05,-0.00046857,-0.00022265,-0.00026931,0.00011722,2.3796e-05,0.00089262,-0.00033947,0.0010368,0.0004206,0.00056069,-0.00042728
8,-0.00057221,0.00013396,0.00050999,0.0028074,1.039e-06,-0.0013122,0.0024293,-0.06468,0.00019664,0.00057679,-0.003014,0.0034308,0.00030822,0.003741,0.0011629,0.00055056,0.00052494,0.0024636,-0.00051928,0.0044531,0.0033245,1.6417e-05,-0.0032461,0.031535,0.00093665,0.00069345,0.0099949,0.0021889,0.001833,-0.0001582,-0.0059746,0.00077154,0.0014163,0.013262,0.0037017,0.00031457,0.0067425,0.00149,-0.00086357,0.00387,0.00083112,0.00038953,0.0015357,0.00017703,-0.007473,0.00027415,0.00022573,-0.0014725,-0.0025576,-0.00034199,-0.0022881,-0.0013762,0.00083563,-0.0031815,-0.0022777,-0.0041659,0.0026026,0.0018776,0.0012179,0.010292,0.0016102,-7.5095e-05,0.0030346,0.0020479,-0.0032917,-0.00048608,-0.0016821,-0.00024003,0.0012995,0.00053464,-0.0062058,0.00030672,-0.00064567,0.0013732,-0.0017862,0.0040824,-0.0035437,-8.8352e-05,0.0053122,0.00038113,-0.0025005,-0.0024884,0.00057528,0.013053,-0.00039335,-0.0024745,0.012853,0.0021951,0.00062461,-0.0013992,-0.002322,-0.0027233,-0.00019241,0.0015197,0.003037,-0.0013915,0.0017229,-0.0077683,-0.0011055,-0.0016319
9,-0.0071062,0.047015,0.030942,-0.011975,-0.033961,0.037915,0.0011622,-0.039325,-0.25751,0.010979,-0.038405,0.0084648,0.015981,0.013342,-0.043483,-0.0035744,0.012179,-0.0035724,-0.036058,0.0054939,-0.012012,-0.0016548,0.010874,0.011265,-0.012719,-0.012344,0.013503,0.012684,0.0018519,0.0012706,0.043017,0.034397,-0.0079187,0.0039044,0.022185,0.016146,0.0085866,-0.020485,-0.039277,0.023945,0.0048552,0.0066677,0.0051445,0.00092832,0.01706,0.0073305,0.0078679,-0.004352,0.0093007,0.011627,0.0053644,-0.0011023,-0.00085269,0.0034027,-0.030486,0.0088785,0.016764,-0.0021191,-0.0026761,-0.0048289,-0.0055541,-0.026998,-0.010649,0.02887,-0.040762,0.01369,-0.03709,-0.027757,-0.00087764,0.0058659,0.010801,0.0058991,0.0091203,-0.0054164,0.015193,0.032161,0.051441,0.0070705,-0.0085769,-0.00032711,0.0070034,0.059596,-0.015782,0.057083,0.013839,0.014795,-0.005965,0.012972,-0.009613,0.0058404,-0.011379,-0.0014435,0.015094,0.006037,-0.0030924,0.021888,-0.011809,-0.013338,-0.0031184,-0.032719
10,0.0031776,-0.02209,-0.0092975,0.0051616,-0.013523,0.0010799,0.00069797,-0.0065607,0.0071544,-0.18055,0.0057787,-0.0015912,0.0024682,0.012976,0.00036371,0.0016117,0.00031001,-0.0011428,0.10546,-0.00032656,0.0070127,-0.0012708,0.0014689,0.082083,0.0083355,-0.0021564,0.028104,-0.0011999,0.010291,0.0053023,-0.0046077,-0.0018267,-0.0006212,-0.05668,-0.0043034,-0.0015233,-0.0091876,-0.0067274,-0.041172,0.0031609,0.0060482,-0.0039795,-0.0028262,-0.0052468,0.002316,-0.0065492,0.0021335,0.00091011,-0.0016169,0.0065113,-0.0030843,-0.00010272,0.0036937,-0.010462,-0.061868,-0.0026396,-0.026698,0.0017314,0.0068853,-0.02174,-0.00027802,0.00042402,-0.0022842,0.0078327,-0.0027578,0.0027762,-0.00043805,-0.0055215,0.011088,0.013759,0.00041847,0.022314,-0.007454,0.029698,0.0085588,0.001858,0.0023241,0.0024209,0.022804,0.002286,0.0013821,-0.0028626,0.013066,0.0042571,0.0012314,0.0099078,0.026128,-0.0037318,-0.0035725,0.0074234,0.0031375,0.012706,0.00045264,0.0026748,-0.006613,0.0019083,-0.003732,0.022061,-0.0024706,0.080154
