"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
211.7975,236.7625,241.5975,241.82,224.4475,212.16,211.66,215.12,191.0725,177.64,191.2225,171.11,150.7025,154.405,177.5525,190.915,187.5475,165.52,160.0175
4292.15,4696.475,4645.275,4765.875,4779.75,4579.35,4447.4,4492.8,4119,4096.75,4495.975,4612.625,4219.225,3877.325,3877.925,4176.525,4088.8,4307.175,4257.2
130.52,139.625,149.815,159.33,173.635,185.785,189.025,192,198.53,199.44,192.585,184.305,197.575,189.92,180.055,182.665,182.89,188.435,189.32
497.1154,534.6005,544.07555,551.6004,556.12545,548.87545,532.3004,520.8005,495.12555,492.0104,510.3005,508.2105,506.2353,513.36535,511.75555,593.77525,597.9504,575.92535,585.84735
1810.45,1811.8,1755.2,1713.35,1762.8,1850.1,1779.1,1750.6,1747.1,1692.25,1756.7,1886.55,1972.3,1899.9,1852.45,1782.7,1780.85,1757.95,1717.5
2716.95,2835.1,2871.95,2910.5,2877.3,2843.65,2805.85,2900.3,2645.15,2634.45,2887.75,2832.4,2833.9,2866.925,3013.15,3108.35,3230.2,3117.275,3150.75
484.885,511.74,564.875,590.275,597.4,604.45,588.25,641.675,664.25,652.7,642.85,645.725,649.25,630.3,624.65,635.3,626.85,639.825,645.875
956.625,973.65,928.025,958.325,981.45,976.825,914.475,883.4,862.7,903.45,981.8,959.5,936.525,927.375,928.275,912.425,937.125,946.05,952.725
2105.55,2058.45,1886.55,1979.15,2004.45,2032.4,1944.45,1909,1780.9,1736.9,1839.05,1894.05,1823.1,1584.8,1458.7,1587.25,1592.65,1451.5,1441.35
468.04,495.685,536.375,532.07,652.225,590.575,517.51,431.705,508,478.19,526.39,403.065,294.86,230.18,238.605,318.43,366.88,385.93,390.665
303.3375,311.025,359.37,406.715,402.455,437.89,426.2,418.49,422.04,392.595,395.775,368.89,384.425,327.215,306.205,365.375,355.665,346.445,342.095
228.4275,231.2725,223.145,225.3375,232.27,245.3575,234.4425,239.315,227.6625,214.155,212.425,221.8,213.985,218.355,211.76,218.885,224.6925,223.79,222.78
436.37,456.045,495.61,488.88,455.615,431.005,421.73,410.745,391.875,363.385,359.405,346.7,333.745,303.34,294.665,324.375,312.32,334.445,334.635
1719.1,1824.9,1776.7,1788.05,1867.1,1922.6,1699.8,1549.6,1357.05,1231.85,1160.65,1140.55,998.525,873.95,866.075,1041.025,1104.7,1165.6,1252.9
566.5,620.55,644.225,673.95,698.225,711.025,638.7,609.2,602.3,609.85,632.35,560.05,585.875,585.225,595.075,638.95,614.55,617.35,634.8
780.25,804.1,851.8,871.7,852.35,920.85,903.75,961.275,924.275,928.325,935.35,935.3,958,874.925,744.3,746.075,787.65,838.375,841.2
363.685,385.705,383.035,377.275,379.7,418.56,399.155,396.47,363.75,350.06,332.985,344.715,378.275,378.065,377.65,379.605,331.19,312.125,299.76
3744.95,3891.45,4075.25,4039.75,3918.4,4078.85,4144.6,4252.7,4177.4,4034.7,3756.6,3741.35,3738.3,3445.2,3447.45,3811.2,3915.55,3918.6,3781.35
1394.2,1474,1550.35,1561.8,1543.95,1519.2,1462.8,1467.25,1360.95,1362.05,1442.65,1510.05,1521.3,1471.35,1449.25,1565.45,1642.8,1596.85,1560.5
4820,5001.5,5315.5,5290.5,5247.75,5104.5,5106.7,5198.5,4860.7,4659.65,4801.3,4537.5,4464.75,4066.2,3824.75,3856.2,3845.9,3992.4,4105.35
174.98,182.98,173.35,191.085,212.22,255.885,256.64,244.775,250.02,212.96,236.605,231.77,234.58,218.16,215.095,237.895,260.585,297.64,313.825
