0.027034,-0.017321,0.012411,0.015858,-0.076716,-0.076993,0.030486,0.10304,-0.1211,-0.039324,-0.087038,0.045974,0.18115,-0.097253,-0.084121,0.023959,0.092508,0.0093019,-0.058768
-0.031041,-0.016345,0.0005976,0.036607,-0.014867,-0.0018047,-0.016463,0.024584,-0.0035162,0.022691,0.0045782,0.016446,-0.010671,-0.013922,-0.0065913,0.026064,0.0053119,0.09231,-0.042316
0.0039157,-0.0069187,0.016661,0.0084228,-0.023047,-0.00028311,-0.0076681,0.03933,-0.026422,0.012329,0.0075783,0.012926,-0.018973,-0.02764,-0.0081186,-0.0038623,0.00079221,0.028042,-0.030595
-0.016966,-0.0022822,0.02543,0.041437,0.010927,-0.01306,-0.0090355,0.039139,-0.047657,-0.011071,0.015834,0.0071689,0.029734,-0.065792,-0.066357,0.0569,0.0077177,0.097285,-0.015294
0.0020869,-0.050499,0.011813,0.014844,-0.014958,0.011076,-0.011686,0.033972,-0.022446,-0.028079,0.0083934,0.020041,0.047386,-0.031418,-0.041184,0.0022754,0.023118,0.051368,-0.045726
0.0027336,-0.040811,-0.039303,0.026196,-0.024517,0.0011059,0.033927,0.021986,-0.082874,-0.060744,-0.036136,0.043858,-0.010284,-0.11023,-0.10488,-0.00024953,0.052686,0.075272,-0.034239
0.010136,-0.038363,0.014192,0.036856,-0.0067701,-0.03343,-0.018827,0.028479,-0.040596,-0.034759,0.025935,0.023591,0.0084241,-0.07193,-0.046634,0.014361,0.0024314,0.056443,0.00047368
0.018768,-0.0031863,-0.01363,-0.015103,0.013034,-0.0053027,-0.0053714,0.017705,-0.016121,0.01709,0.029994,0.020778,-0.019911,-0.0049036,-0.0011104,0.019029,-0.0085442,0.03348,-0.013521
-0.014719,-0.0074598,0.0037805,0.03075,0.0018595,-0.0048025,-0.015178,0.018185,-0.028031,0.019792,0.019195,0.021564,-0.0010518,-0.037866,-0.034574,0.028578,0.025602,0.065533,-0.037007
-0.0092634,0.014203,0.018474,0.029907,0.0064116,-0.016743,-0.020219,0.010512,-0.043457,0.0080486,-0.017467,0.021587,-0.024903,-0.023675,-0.018079,0.0014059,0.022042,0.036496,-0.013935
-0.010541,-0.00089448,0.00092918,0.0066832,0.011771,-0.014206,0.0060206,0.01338,-0.0039015,-0.010447,0.011267,-0.011923,-0.0059918,-0.018788,-0.0034402,-0.0036295,-0.0045421,0.028637,-0.036363
-0.0087085,0.015511,0.046694,0.014563,-0.0096122,-0.018883,-0.0053419,0.033455,-0.033864,0.024887,-0.0025794,-0.0016358,0.0022644,-0.023155,-0.056446,0.021991,0.030686,0.038919,-0.044016
0.0025013,-0.01074,0.0091699,0.030604,-0.016828,0.0066704,0.011725,0.0013055,-0.021315,0.00017325,-0.020255,0.020195,0.00049765,-0.024335,0.0039692,0.0019332,-0.0043802,0.021842,-0.037826
-0.01522,-0.016548,0.015096,0.020847,0.0098407,0.017747,-0.0039934,0.030356,-0.015127,0.0025627,0.012908,-0.0044644,-0.0021906,-0.0055822,-0.016353,0.0031235,0.0082854,0.07367,-0.010679
-0.0032172,0.014015,-0.014829,0.0098956,0.018306,-0.0065686,-0.014635,0.024545,-0.017244,0.020933,0.034962,-0.0071854,-0.026628,-0.0055099,-0.0026338,0.03639,-0.023764,0.075056,-0.0046057
-0.015892,-0.021433,0.025365,0.013754,0.020593,0.0033326,-0.029457,0.030127,-0.019074,0.0076066,0.0020891,0.009842,-0.0079407,-0.0038466,0.035666,0.034313,0.031867,0.051252,-0.020217
0.02738,-0.011334,0.024728,0.015123,-0.00083066,-0.0054885,-0.020649,0.049706,-0.022031,-0.059956,0.02342,0.026408,0.0088028,-0.0051617,-0.013251,0.016404,0.019495,0.0026771,-0.0527
-0.022749,0.026476,0.0078066,-0.016543,-0.012654,-0.02739,-0.01715,0.034348,-0.060787,-0.0030846,0.032806,-0.066506,-0.0018795,0.040841,-0.0087977,0.0024841,0.037166,0.05077,-0.014479
0.0015291,0.016997,-0.008602,0.017457,0.0077675,0.01028,-0.00976,0.020191,-0.01444,0.029461,0.00057862,-0.0094014,-0.029662,-0.0028596,0.015146,0.029002,-0.029371,-0.00051389,-0.021032
